customer_id;Recency;Frequency;Monetary;R_score;F_score;M_score;RFM_score;Segment
2657;56;1;6761,0;4;1;2;412;Other
2658;72;1;7648,0;3;1;2;312;Other
2659;26;1;13714,0;4;1;3;413;Other
2662;306;1;3374,0;1;1;1;111;Other
2665;331;1;12162,0;1;1;3;113;Other
2666;267;2;17399,0;1;3;4;134;Other
2667;41;2;13356,0;4;3;3;433;Other
2669;24;1;13348,0;4;1;3;413;Other
2670;275;1;8357,0;1;1;2;112;Other
2671;241;2;19748,0;1;3;4;134;Other
2672;7;1;13678,0;4;1;3;413;Other
2673;2;3;11720,0;4;4;3;443;Champions
2674;185;2;5098,0;2;3;1;231;Other
2677;114;2;15793,0;3;3;3;333;Other
2678;316;1;9759,0;1;1;2;112;Other
2679;313;1;6089,0;1;1;1;111;Other
2680;64;1;7622,0;3;1;2;312;Other
2682;17;3;32005,0;4;4;4;444;Champions
2683;104;2;19504,0;3;3;4;334;Other
2684;30;1;13675,0;4;1;3;413;Other
2685;196;1;5868,0;2;1;1;211;Other
2686;186;1;8839,0;2;1;2;212;Other
2688;138;1;13212,0;3;1;3;313;Other
2689;4;2;17771,0;4;3;4;434;Champions
2690;1;2;24624,0;4;3;4;434;Champions
2692;84;1;14797,0;3;1;3;313;Other
2695;266;1;3377,0;1;1;1;111;Other
2697;7;2;23301,0;4;3;4;434;Champions
2698;29;3;28312,0;4;4;4;444;Champions
2699;188;2;20012,0;2;3;4;234;Other
2701;231;1;1372,0;2;1;1;211;Other
2702;188;3;22071,0;2;4;4;244;Other
2704;121;1;1507,0;3;1;1;311;Other
2705;161;2;15870,0;2;3;3;233;Other
2706;91;2;15205,0;3;3;3;333;Other
2707;194;1;2318,0;2;1;1;211;Other
2709;224;2;16294,0;2;3;3;233;Other
2711;229;1;10929,0;2;1;2;212;Other
2712;51;1;12136,0;4;1;3;413;Other
2715;28;2;5443,0;4;3;1;431;Loyal
2716;290;1;1555,0;1;1;1;111;Other
2718;218;1;6665,0;2;1;2;212;Other
2721;124;1;1440,0;3;1;1;311;Other
2722;237;1;12427,0;1;1;3;113;Other
2723;68;1;560,0;3;1;1;311;Other
2726;100;1;7216,0;3;1;2;312;Other
2728;365;1;5244,0;1;1;1;111;Other
2729;209;2;14402,0;2;3;3;233;Other
2730;19;3;26577,0;4;4;4;444;Champions
2732;106;2;14333,0;3;3;3;333;Other
2733;4;1;8043,0;4;1;2;412;Other
2734;41;2;12535,0;4;3;3;433;Other
2735;16;1;14794,0;4;1;3;413;Other
2736;329;1;3220,0;1;1;1;111;Other
2737;237;1;10643,0;1;1;2;112;Other
2739;1;1;728,0;4;1;1;411;Other
2740;18;1;7289,0;4;1;2;412;Other
2741;294;1;6367,0;1;1;1;111;Other
2743;14;1;9997,0;4;1;2;412;Other
2744;84;1;4626,0;3;1;1;311;Other
2746;286;1;8426,0;1;1;2;112;Other
2747;192;4;37370,0;2;4;4;244;Other
2748;47;2;24465,0;4;3;4;434;Champions
2749;40;3;25781,0;4;4;4;444;Champions
2750;104;1;3101,0;3;1;1;311;Other
2751;14;2;8296,0;4;3;2;432;Loyal
2753;307;1;11882,0;1;1;3;113;Other
2755;347;1;6441,0;1;1;2;112;Other
2756;233;1;14768,0;2;1;3;213;Other
2758;163;2;7197,0;2;3;2;232;Other
2760;270;1;8014,0;1;1;2;112;Other
2762;89;1;6923,0;3;1;2;312;Other
2763;86;2;26237,0;3;3;4;334;Other
2765;25;1;9710,0;4;1;2;412;Other
2766;78;2;9295,0;3;3;2;332;Other
2768;46;1;11311,0;4;1;2;412;Other
2770;196;3;27441,0;2;4;4;244;Other
2771;77;2;7832,0;3;3;2;332;Other
2772;328;1;4520,0;1;1;1;111;Other
2773;220;2;8183,0;2;3;2;232;Other
2774;347;1;12174,0;1;1;3;113;Other
2775;50;2;20594,0;4;3;4;434;Champions
2776;310;1;11342,0;1;1;2;112;Other
2777;74;2;7013,0;3;3;2;332;Other
2778;98;1;8528,0;3;1;2;312;Other
2779;40;2;7881,0;4;3;2;432;Loyal
2780;278;1;1108,0;1;1;1;111;Other
2781;281;2;5201,0;1;3;1;131;Other
2782;123;3;32169,0;3;4;4;344;Champions
2784;61;2;14932,0;4;3;3;433;Other
2785;205;2;18432,0;2;3;4;234;Other
2786;236;1;6029,0;1;1;1;111;Other
2787;276;1;13539,0;1;1;3;113;Other
2790;193;2;11882,0;2;3;3;233;Other
2792;158;1;2602,0;2;1;1;211;Other
2793;32;3;27691,0;4;4;4;444;Champions
2794;121;3;21686,0;3;4;4;344;Champions
2796;348;1;6985,0;1;1;2;112;Other
2797;100;2;3638,0;3;3;1;331;Other
2799;177;2;12980,0;2;3;3;233;Other
2800;318;1;14138,0;1;1;3;113;Other
2801;208;2;11544,0;2;3;3;233;Other
2802;167;3;15608,0;2;4;3;243;Other
2803;191;2;18203,0;2;3;4;234;Other
2804;360;1;5859,0;1;1;1;111;Other
2806;193;2;18747,0;2;3;4;234;Other
2807;262;1;4413,0;1;1;1;111;Other
2808;44;2;7571,0;4;3;2;432;Loyal
2809;114;2;6084,0;3;3;1;331;Other
2810;10;2;18449,0;4;3;4;434;Champions
2813;45;3;24929,0;4;4;4;444;Champions
2814;14;3;23029,0;4;4;4;444;Champions
2815;64;2;15726,0;3;3;3;333;Other
2817;206;1;3251,0;2;1;1;211;Other
2818;100;2;14029,0;3;3;3;333;Other
2820;76;2;23742,0;3;3;4;334;Other
2821;266;1;5680,0;1;1;1;111;Other
2823;310;2;16130,0;1;3;3;133;Other
2824;258;3;26608,0;1;4;4;144;Other
2825;33;2;24164,0;4;3;4;434;Champions
2826;194;1;14093,0;2;1;3;213;Other
2827;11;2;8479,0;4;3;2;432;Loyal
2828;48;2;21814,0;4;3;4;434;Champions
2831;268;2;22802,0;1;3;4;134;Other
2832;311;1;14747,0;1;1;3;113;Other
2834;333;1;3944,0;1;1;1;111;Other
2835;20;2;19223,0;4;3;4;434;Champions
2836;142;1;6909,0;2;1;2;212;Other
2837;105;2;19499,0;3;3;4;334;Other
2839;146;2;23889,0;2;3;4;234;Other
2840;61;5;58079,0;4;4;4;444;Champions
2841;350;1;7033,0;1;1;2;112;Other
2842;346;1;6853,0;1;1;2;112;Other
2845;214;2;15185,0;2;3;3;233;Other
2846;52;2;14329,0;4;3;3;433;Other
2847;298;1;9928,0;1;1;2;112;Other
2848;268;1;3929,0;1;1;1;111;Other
2849;75;1;2065,0;3;1;1;311;Other
2850;270;1;1275,0;1;1;1;111;Other
2851;65;4;39502,0;3;4;4;344;Champions
2852;10;3;14393,0;4;4;3;443;Champions
2857;67;2;17937,0;3;3;4;334;Other
2859;82;2;20517,0;3;3;4;334;Other
2860;248;1;1392,0;1;1;1;111;Other
2862;353;1;6230,0;1;1;1;111;Other
2864;341;1;9588,0;1;1;2;112;Other
2867;290;1;1700,0;1;1;1;111;Other
2868;310;1;11940,0;1;1;3;113;Other
2869;219;2;10658,0;2;3;2;232;Other
2870;151;2;14254,0;2;3;3;233;Other
2871;154;1;14024,0;2;1;3;213;Other
2872;132;1;10592,0;3;1;2;312;Other
2873;294;1;1943,0;1;1;1;111;Other
2874;27;1;7195,0;4;1;2;412;Other
2876;353;1;5196,0;1;1;1;111;Other
2877;28;3;25611,0;4;4;4;444;Champions
2878;46;3;18524,0;4;4;4;444;Champions
2882;150;2;18833,0;2;3;4;234;Other
2883;80;3;26767,0;3;4;4;344;Champions
2884;38;1;3954,0;4;1;1;411;Other
2885;66;2;13646,0;3;3;3;333;Other
2887;284;1;12724,0;1;1;3;113;Other
2888;31;1;12653,0;4;1;3;413;Other
2890;351;1;5005,0;1;1;1;111;Other
2892;88;1;4575,0;3;1;1;311;Other
2893;78;2;15364,0;3;3;3;333;Other
2894;176;2;5720,0;2;3;1;231;Other
2895;171;1;12627,0;2;1;3;213;Other
2896;26;2;16630,0;4;3;3;433;Other
2898;180;2;10431,0;2;3;2;232;Other
2900;163;1;1369,0;2;1;1;211;Other
2902;131;2;11134,0;3;3;2;332;Other
2904;63;3;31423,0;4;4;4;444;Champions
2905;81;2;23040,0;3;3;4;334;Other
2908;359;1;727,0;1;1;1;111;Other
2909;96;1;4107,0;3;1;1;311;Other
2910;309;1;14087,0;1;1;3;113;Other
2911;14;1;9890,0;4;1;2;412;Other
2913;276;1;12627,0;1;1;3;113;Other
2914;149;1;9497,0;2;1;2;212;Other
2915;46;1;7586,0;4;1;2;412;Other
2916;54;3;16068,0;4;4;3;443;Champions
2921;119;2;10991,0;3;3;2;332;Other
2922;141;2;14593,0;2;3;3;233;Other
2923;158;1;2431,0;2;1;1;211;Other
2927;114;2;19852,0;3;3;4;334;Other
2928;107;1;11932,0;3;1;3;313;Other
2929;280;1;9731,0;1;1;2;112;Other
2930;18;1;3695,0;4;1;1;411;Other
2932;55;2;11042,0;4;3;2;432;Loyal
2934;96;2;17075,0;3;3;4;334;Other
2935;307;1;3614,0;1;1;1;111;Other
2936;181;1;2400,0;2;1;1;211;Other
2937;303;1;7161,0;1;1;2;112;Other
2938;268;2;23803,0;1;3;4;134;Other
2939;208;1;4979,0;2;1;1;211;Other
2940;7;4;31583,0;4;4;4;444;Champions
2941;330;1;10989,0;1;1;2;112;Other
2942;82;3;17038,0;3;4;3;343;Other
2943;7;2;14360,0;4;3;3;433;Other
2944;344;1;8404,0;1;1;2;112;Other
2946;168;1;5764,0;2;1;1;211;Other
2947;1;1;13215,0;4;1;3;413;Other
2948;14;1;9574,0;4;1;2;412;Other
2951;223;2;16797,0;2;3;3;233;Other
2952;190;1;10271,0;2;1;2;212;Other
2956;222;1;7357,0;2;1;2;212;Other
2957;97;3;25292,0;3;4;4;344;Champions
2958;356;1;8897,0;1;1;2;112;Other
2960;9;2;20378,0;4;3;4;434;Champions
2961;131;3;22916,0;3;4;4;344;Champions
2962;135;1;4438,0;3;1;1;311;Other
2964;223;4;43856,0;2;4;4;244;Other
2965;191;3;17709,0;2;4;4;244;Other
2968;105;2;13122,0;3;3;3;333;Other
2969;211;1;3455,0;2;1;1;211;Other
2970;201;2;9322,0;2;3;2;232;Other
2971;64;1;3409,0;3;1;1;311;Other
2972;107;2;13083,0;3;3;3;333;Other
2974;63;3;28494,0;4;4;4;444;Champions
2976;329;1;14021,0;1;1;3;113;Other
2978;255;1;3657,0;1;1;1;111;Other
2979;354;1;13009,0;1;1;3;113;Other
2984;18;3;32418,0;4;4;4;444;Champions
2987;128;2;19922,0;3;3;4;334;Other
2989;295;1;14904,0;1;1;3;113;Other
2990;169;2;20725,0;2;3;4;234;Other
2992;97;3;36344,0;3;4;4;344;Champions
2993;66;3;16274,0;3;4;3;343;Other
2995;168;5;34504,0;2;4;4;244;Other
2997;47;2;17379,0;4;3;4;434;Champions
2998;276;2;3908,0;1;3;1;131;Other
2999;315;2;9720,0;1;3;2;132;Other
3000;152;2;13356,0;2;3;3;233;Other
3001;128;2;5017,0;3;3;1;331;Other
3003;34;3;24157,0;4;4;4;444;Champions
3004;152;1;8671,0;2;1;2;212;Other
3005;242;2;19270,0;1;3;4;134;Other
3006;341;1;10360,0;1;1;2;112;Other
3007;50;1;7291,0;4;1;2;412;Other
3008;232;2;21873,0;2;3;4;234;Other
3009;101;3;23042,0;3;4;4;344;Champions
3010;250;2;19502,0;1;3;4;134;Other
3011;20;2;6392,0;4;3;1;431;Loyal
3014;143;2;7267,0;2;3;2;232;Other
3015;14;3;27126,0;4;4;4;444;Champions
3016;157;1;7562,0;2;1;2;212;Other
3018;38;1;12889,0;4;1;3;413;Other
3019;13;1;10973,0;4;1;2;412;Other
3020;287;1;3980,0;1;1;1;111;Other
3023;220;2;16907,0;2;3;3;233;Other
3024;25;2;19422,0;4;3;4;434;Champions
3025;77;1;10239,0;3;1;2;312;Other
3026;241;2;22603,0;1;3;4;134;Other
3027;180;1;14144,0;2;1;3;213;Other
3028;253;1;7365,0;1;1;2;112;Other
3029;17;2;17666,0;4;3;4;434;Champions
3030;15;2;3124,0;4;3;1;431;Loyal
3032;306;1;14622,0;1;1;3;113;Other
3033;10;1;4704,0;4;1;1;411;Other
3035;7;3;17358,0;4;4;4;444;Champions
3036;13;3;17154,0;4;4;4;444;Champions
3037;4;1;11523,0;4;1;2;412;Other
3038;39;2;20369,0;4;3;4;434;Champions
3039;251;1;11328,0;1;1;2;112;Other
3040;46;2;12363,0;4;3;3;433;Other
3041;66;1;13115,0;3;1;3;313;Other
3043;195;3;24945,0;2;4;4;244;Other
3044;244;2;26588,0;1;3;4;134;Other
3046;195;2;17652,0;2;3;4;234;Other
3047;57;3;26286,0;4;4;4;444;Champions
3048;22;3;20118,0;4;4;4;444;Champions
3049;265;1;14138,0;1;1;3;113;Other
3052;277;1;3208,0;1;1;1;111;Other
3053;307;1;1915,0;1;1;1;111;Other
3054;210;3;24789,0;2;4;4;244;Other
3055;175;2;9734,0;2;3;2;232;Other
3056;20;3;31940,0;4;4;4;444;Champions
3057;57;2;14271,0;4;3;3;433;Other
3058;186;1;2308,0;2;1;1;211;Other
3059;3;2;20418,0;4;3;4;434;Champions
3060;101;1;14320,0;3;1;3;313;Other
3061;182;1;7820,0;2;1;2;212;Other
3062;47;1;12792,0;4;1;3;413;Other
3063;196;2;12571,0;2;3;3;233;Other
3064;135;2;17267,0;3;3;4;334;Other
3066;276;1;2846,0;1;1;1;111;Other
3067;351;1;8142,0;1;1;2;112;Other
3068;52;1;5899,0;4;1;1;411;Other
3070;363;1;1072,0;1;1;1;111;Other
3071;28;3;31026,0;4;4;4;444;Champions
3074;203;1;4615,0;2;1;1;211;Other
3078;10;1;3331,0;4;1;1;411;Other
3079;191;1;9689,0;2;1;2;212;Other
3080;321;2;13670,0;1;3;3;133;Other
3083;106;2;21945,0;3;3;4;334;Other
3086;180;1;1335,0;2;1;1;211;Other
3088;9;4;38096,0;4;4;4;444;Champions
3090;277;1;10171,0;1;1;2;112;Other
3093;267;2;15146,0;1;3;3;133;Other
3094;125;1;13337,0;3;1;3;313;Other
3095;141;1;4963,0;2;1;1;211;Other
3096;160;2;13148,0;2;3;3;233;Other
3101;58;2;14783,0;4;3;3;433;Other
3104;2;2;3823,0;4;3;1;431;Loyal
3105;147;2;10812,0;2;3;2;232;Other
3107;12;1;10166,0;4;1;2;412;Other
3108;101;3;20557,0;3;4;4;344;Champions
3109;228;2;3275,0;2;3;1;231;Other
3111;42;2;10296,0;4;3;2;432;Loyal
3112;2;1;3596,0;4;1;1;411;Other
3114;8;3;35907,0;4;4;4;444;Champions
3115;155;1;12826,0;2;1;3;213;Other
3116;293;1;3125,0;1;1;1;111;Other
3118;47;2;9046,0;4;3;2;432;Loyal
3119;22;4;34744,0;4;4;4;444;Champions
3120;125;1;1343,0;3;1;1;311;Other
3121;197;1;2479,0;2;1;1;211;Other
3122;318;1;6794,0;1;1;2;112;Other
3126;130;1;9794,0;3;1;2;312;Other
3127;158;1;3992,0;2;1;1;211;Other
3128;265;1;10863,0;1;1;2;112;Other
3129;77;2;16240,0;3;3;3;333;Other
3131;70;1;10588,0;3;1;2;312;Other
3132;278;2;20342,0;1;3;4;134;Other
3134;361;1;2990,0;1;1;1;111;Other
3135;82;2;26825,0;3;3;4;334;Other
3136;153;3;35180,0;2;4;4;244;Other
3137;169;3;8221,0;2;4;2;242;Other
3138;103;2;16193,0;3;3;3;333;Other
3139;327;1;2610,0;1;1;1;111;Other
3141;245;2;18130,0;1;3;4;134;Other
3142;321;1;1794,0;1;1;1;111;Other
3143;17;2;11679,0;4;3;3;433;Other
3144;5;2;15458,0;4;3;3;433;Other
3145;18;1;12539,0;4;1;3;413;Other
3146;274;1;2684,0;1;1;1;111;Other
3147;73;1;12832,0;3;1;3;313;Other
3148;205;1;10519,0;2;1;2;212;Other
3150;156;2;18405,0;2;3;4;234;Other
3151;158;1;4575,0;2;1;1;211;Other
3155;117;4;28204,0;3;4;4;344;Champions
3156;238;1;2152,0;1;1;1;111;Other
3157;106;2;21585,0;3;3;4;334;Other
3159;159;1;2825,0;2;1;1;211;Other
3161;91;4;34712,0;3;4;4;344;Champions
3162;110;3;19276,0;3;4;4;344;Champions
3164;85;5;50241,0;3;4;4;344;Champions
3167;180;2;5947,0;2;3;1;231;Other
3168;82;3;20209,0;3;4;4;344;Champions
3169;90;2;15611,0;3;3;3;333;Other
3171;134;1;5505,0;3;1;1;311;Other
3173;35;2;9745,0;4;3;2;432;Loyal
3175;345;1;992,0;1;1;1;111;Other
3176;61;3;26616,0;4;4;4;444;Champions
3177;200;1;9731,0;2;1;2;212;Other
3178;58;2;19225,0;4;3;4;434;Champions
3180;257;2;12888,0;1;3;3;133;Other
3181;24;1;8253,0;4;1;2;412;Other
3182;249;1;11553,0;1;1;3;113;Other
3187;209;1;12832,0;2;1;3;213;Other
3188;277;1;4235,0;1;1;1;111;Other
3189;122;1;2093,0;3;1;1;311;Other
3190;42;3;26922,0;4;4;4;444;Champions
3191;106;2;13061,0;3;3;3;333;Other
3193;83;2;6477,0;3;3;2;332;Other
3194;13;4;24639,0;4;4;4;444;Champions
3196;323;1;7448,0;1;1;2;112;Other
3200;316;1;11160,0;1;1;2;112;Other
3201;25;2;21254,0;4;3;4;434;Champions
3202;209;1;902,0;2;1;1;211;Other
3203;31;3;13248,0;4;4;3;443;Champions
3205;45;2;11954,0;4;3;3;433;Other
3206;280;1;12680,0;1;1;3;113;Other
3207;35;2;10084,0;4;3;2;432;Loyal
3208;63;2;10711,0;4;3;2;432;Loyal
3210;250;2;21364,0;1;3;4;134;Other
3211;275;2;18754,0;1;3;4;134;Other
3212;51;1;1530,0;4;1;1;411;Other
3213;357;1;10929,0;1;1;2;112;Other
3214;132;2;17368,0;3;3;4;334;Other
3215;132;3;10621,0;3;4;2;342;Other
3217;351;1;4979,0;1;1;1;111;Other
3218;37;3;28776,0;4;4;4;444;Champions
3219;46;4;35967,0;4;4;4;444;Champions
3220;13;5;33405,0;4;4;4;444;Champions
3221;124;3;22061,0;3;4;4;344;Champions
3224;139;2;19522,0;3;3;4;334;Other
3225;156;1;6706,0;2;1;2;212;Other
3226;39;1;9966,0;4;1;2;412;Other
3228;72;1;3596,0;3;1;1;311;Other
3229;19;2;13390,0;4;3;3;433;Other
3230;161;1;7162,0;2;1;2;212;Other
3232;80;2;16291,0;3;3;3;333;Other
3233;339;1;9326,0;1;1;2;112;Other
3234;82;2;20767,0;3;3;4;334;Other
3235;145;1;5915,0;2;1;1;211;Other
3236;81;8;73316,0;3;4;4;344;Champions
3237;4;3;14901,0;4;4;3;443;Champions
3239;155;1;10061,0;2;1;2;212;Other
3240;92;2;9556,0;3;3;2;332;Other
3241;160;2;9472,0;2;3;2;232;Other
3242;28;1;2633,0;4;1;1;411;Other
3244;113;3;24262,0;3;4;4;344;Champions
3245;151;2;12951,0;2;3;3;233;Other
3246;108;1;2775,0;3;1;1;311;Other
3247;226;2;4292,0;2;3;1;231;Other
3248;192;1;2124,0;2;1;1;211;Other
3249;48;5;25985,0;4;4;4;444;Champions
3250;131;2;13154,0;3;3;3;333;Other
3253;160;1;14810,0;2;1;3;213;Other
3254;113;2;11332,0;3;3;2;332;Other
3255;263;1;9589,0;1;1;2;112;Other
3256;61;1;4919,0;4;1;1;411;Other
3257;109;1;9775,0;3;1;2;312;Other
3258;30;2;9089,0;4;3;2;432;Loyal
3259;194;2;29388,0;2;3;4;234;Other
3260;75;3;36641,0;3;4;4;344;Champions
3261;229;2;20052,0;2;3;4;234;Other
3262;73;2;20458,0;3;3;4;334;Other
3265;135;1;13871,0;3;1;3;313;Other
3266;293;1;11358,0;1;1;2;112;Other
3267;242;1;10758,0;1;1;2;112;Other
3268;246;1;12659,0;1;1;3;113;Other
3269;120;1;4244,0;3;1;1;311;Other
3270;281;2;10406,0;1;3;2;132;Other
3271;267;1;7163,0;1;1;2;112;Other
3272;62;1;5954,0;4;1;1;411;Other
3274;27;3;27177,0;4;4;4;444;Champions
3275;5;2;13472,0;4;3;3;433;Other
3276;8;2;13650,0;4;3;3;433;Other
3277;235;2;16204,0;1;3;3;133;Other
3278;292;1;12420,0;1;1;3;113;Other
3279;174;1;10719,0;2;1;2;212;Other
3281;183;1;4520,0;2;1;1;211;Other
3282;39;3;7852,0;4;4;2;442;Loyal
3283;81;2;18147,0;3;3;4;334;Other
3285;287;1;6958,0;1;1;2;112;Other
3286;215;2;5031,0;2;3;1;231;Other
3287;31;3;19238,0;4;4;4;444;Champions
3288;345;1;4421,0;1;1;1;111;Other
3289;27;4;21206,0;4;4;4;444;Champions
3290;83;2;9563,0;3;3;2;332;Other
3292;350;1;3404,0;1;1;1;111;Other
3294;237;2;18202,0;1;3;4;134;Other
3295;307;1;13903,0;1;1;3;113;Other
3296;41;3;11380,0;4;4;2;442;Loyal
3297;119;1;10333,0;3;1;2;312;Other
3299;317;1;9650,0;1;1;2;112;Other
3300;13;1;8075,0;4;1;2;412;Other
3301;209;2;23454,0;2;3;4;234;Other
3303;89;1;5489,0;3;1;1;311;Other
3304;306;2;20764,0;1;3;4;134;Other
3305;9;6;39712,0;4;4;4;444;Champions
3306;17;1;14523,0;4;1;3;413;Other
3307;156;1;503,0;2;1;1;211;Other
3308;145;2;7352,0;2;3;2;232;Other
3309;322;1;14224,0;1;1;3;113;Other
3310;15;1;10876,0;4;1;2;412;Other
3311;50;3;20470,0;4;4;4;444;Champions
3312;10;1;4348,0;4;1;1;411;Other
3314;153;1;11919,0;2;1;3;213;Other
3315;271;2;10867,0;1;3;2;132;Other
3316;75;3;25494,0;3;4;4;344;Champions
3317;136;1;2059,0;3;1;1;311;Other
3318;95;1;4087,0;3;1;1;311;Other
3319;242;1;11715,0;1;1;3;113;Other
3321;66;2;21347,0;3;3;4;334;Other
3322;177;2;9432,0;2;3;2;232;Other
3324;126;1;10588,0;3;1;2;312;Other
3325;103;4;13394,0;3;4;3;343;Other
3326;157;1;11438,0;2;1;2;212;Other
3327;253;2;22051,0;1;3;4;134;Other
3328;192;1;1889,0;2;1;1;211;Other
3329;296;1;14379,0;1;1;3;113;Other
3330;127;2;17204,0;3;3;4;334;Other
3332;237;1;2103,0;1;1;1;111;Other
3333;182;1;1660,0;2;1;1;211;Other
3334;76;2;9820,0;3;3;2;332;Other
3335;83;3;28390,0;3;4;4;344;Champions
3336;60;1;11388,0;4;1;2;412;Other
3339;319;1;3941,0;1;1;1;111;Other
3340;230;1;3284,0;2;1;1;211;Other
3342;141;1;14620,0;2;1;3;213;Other
3343;51;2;12770,0;4;3;3;433;Other
3344;113;1;7099,0;3;1;2;312;Other
3345;254;2;8670,0;1;3;2;132;Other
3346;264;1;1654,0;1;1;1;111;Other
3349;98;2;9236,0;3;3;2;332;Other
3351;148;2;16552,0;2;3;3;233;Other
3352;42;1;4012,0;4;1;1;411;Other
3353;235;2;21421,0;1;3;4;134;Other
3354;167;1;14083,0;2;1;3;213;Other
3357;44;3;16714,0;4;4;3;443;Champions
3358;215;1;5763,0;2;1;1;211;Other
3359;217;1;14564,0;2;1;3;213;Other
3360;273;1;2727,0;1;1;1;111;Other
3361;5;1;6179,0;4;1;1;411;Other
3362;312;2;7285,0;1;3;2;132;Other
3365;68;1;10592,0;3;1;2;312;Other
3366;4;3;8893,0;4;4;2;442;Loyal
3367;62;2;13841,0;4;3;3;433;Other
3368;53;1;13264,0;4;1;3;413;Other
3369;166;1;1462,0;2;1;1;211;Other
3371;98;4;20840,0;3;4;4;344;Champions
3373;159;2;26757,0;2;3;4;234;Other
3374;20;1;11807,0;4;1;3;413;Other
3376;95;3;9936,0;3;4;2;342;Other
3377;100;3;24162,0;3;4;4;344;Champions
3380;79;2;21829,0;3;3;4;334;Other
3381;352;1;3189,0;1;1;1;111;Other
3382;132;3;22411,0;3;4;4;344;Champions
3384;100;1;11956,0;3;1;3;313;Other
3386;323;1;9842,0;1;1;2;112;Other
3387;194;2;21215,0;2;3;4;234;Other
3388;79;2;14238,0;3;3;3;333;Other
3390;261;1;13531,0;1;1;3;113;Other
3392;12;1;13068,0;4;1;3;413;Other
3394;107;3;20161,0;3;4;4;344;Champions
3396;53;2;17663,0;4;3;4;434;Champions
3397;32;4;27739,0;4;4;4;444;Champions
3400;175;1;7033,0;2;1;2;212;Other
3401;63;1;4398,0;4;1;1;411;Other
3402;25;1;7381,0;4;1;2;412;Other
3405;343;1;4806,0;1;1;1;111;Other
3407;45;2;19301,0;4;3;4;434;Champions
3408;194;1;12400,0;2;1;3;213;Other
3409;82;3;24456,0;3;4;4;344;Champions
3410;279;1;4216,0;1;1;1;111;Other
3412;4;2;13677,0;4;3;3;433;Other
3413;311;1;8027,0;1;1;2;112;Other
3414;9;1;6885,0;4;1;2;412;Other
3415;11;1;3628,0;4;1;1;411;Other
3417;186;4;24380,0;2;4;4;244;Other
3419;223;1;14556,0;2;1;3;213;Other
3421;86;2;23884,0;3;3;4;334;Other
3423;111;2;24707,0;3;3;4;334;Other
3424;183;2;25161,0;2;3;4;234;Other
3426;94;2;7585,0;3;3;2;332;Other
3427;155;1;4202,0;2;1;1;211;Other
3428;63;1;9731,0;4;1;2;412;Other
3431;158;1;8954,0;2;1;2;212;Other
3432;200;1;4913,0;2;1;1;211;Other
3434;186;1;9156,0;2;1;2;212;Other
3436;223;2;11057,0;2;3;2;232;Other
3437;4;2;4207,0;4;3;1;431;Loyal
3439;188;2;18971,0;2;3;4;234;Other
3440;268;3;19843,0;1;4;4;144;Other
3441;1;1;12281,0;4;1;3;413;Other
3442;176;1;7147,0;2;1;2;212;Other
3443;344;1;12338,0;1;1;3;113;Other
3444;178;2;11895,0;2;3;3;233;Other
3445;265;2;28558,0;1;3;4;134;Other
3446;150;4;40178,0;2;4;4;244;Other
3447;20;1;10952,0;4;1;2;412;Other
3448;207;2;3314,0;2;3;1;231;Other
3449;235;2;20541,0;1;3;4;134;Other
3450;47;1;13972,0;4;1;3;413;Other
3451;112;2;18946,0;3;3;4;334;Other
3452;167;1;14168,0;2;1;3;213;Other
3453;185;1;12392,0;2;1;3;213;Other
3454;356;1;4849,0;1;1;1;111;Other
3455;64;1;5295,0;3;1;1;311;Other
3456;15;1;11860,0;4;1;3;413;Other
3460;103;3;23683,0;3;4;4;344;Champions
3461;58;2;19533,0;4;3;4;434;Champions
3462;42;2;21190,0;4;3;4;434;Champions
3464;157;1;7835,0;2;1;2;212;Other
3466;104;2;12365,0;3;3;3;333;Other
3467;214;3;19187,0;2;4;4;244;Other
3469;77;2;2683,0;3;3;1;331;Other
3470;266;1;4283,0;1;1;1;111;Other
3471;76;1;5541,0;3;1;1;311;Other
3473;165;1;5777,0;2;1;1;211;Other
3474;129;1;8058,0;3;1;2;312;Other
3475;66;1;3808,0;3;1;1;311;Other
3477;161;1;10893,0;2;1;2;212;Other
3478;125;3;18082,0;3;4;4;344;Champions
3480;47;2;21039,0;4;3;4;434;Champions
3481;225;1;2263,0;2;1;1;211;Other
3483;80;1;8572,0;3;1;2;312;Other
3486;65;2;20909,0;3;3;4;334;Other
3487;130;1;3543,0;3;1;1;311;Other
3489;351;1;5370,0;1;1;1;111;Other
3490;40;1;1214,0;4;1;1;411;Other
3492;174;1;13296,0;2;1;3;213;Other
3493;95;1;14846,0;3;1;3;313;Other
3494;74;1;14042,0;3;1;3;313;Other
3495;13;1;11082,0;4;1;2;412;Other
3496;83;1;855,0;3;1;1;311;Other
3499;131;3;13957,0;3;4;3;343;Other
3502;156;1;4443,0;2;1;1;211;Other
3503;253;2;9177,0;1;3;2;132;Other
3504;307;1;5551,0;1;1;1;111;Other
3505;248;2;19764,0;1;3;4;134;Other
3509;203;1;755,0;2;1;1;211;Other
3510;205;3;15294,0;2;4;3;243;Other
3511;44;1;6575,0;4;1;2;412;Other
3512;110;1;12740,0;3;1;3;313;Other
3513;68;4;23832,0;3;4;4;344;Champions
3514;14;2;23286,0;4;3;4;434;Champions
