article_id;sku;product_type_name;colour_group_name;size;price;cost;margin;warehouse;sold_count;current_stock;stock_value
2883;DVJ72453;Dress;White;46;14608,0;6146,0;8462,0;СПб (Северо-Запад);5;1;6146,0
2884;ZIS56822;Skirt;Navy Blue;40;1109,0;546,0;563,0;СПб (Северо-Запад);3;10;5460,0
2885;USZ12964;Coat;Black;48;11885,0;6294,0;5591,0;СПб (Северо-Запад);2;8;50352,0
2886;XNB32784;Sweater;White;42;3306,0;1330,0;1976,0;СПб (Северо-Запад);4;12;15960,0
2887;UDH71699;Coat;Purple;46;6565,0;3062,0;3503,0;СПб (Северо-Запад);6;0;0,0
2888;RZL44014;Coat;Blue;52;6999,0;3350,0;3649,0;СПб (Северо-Запад);5;1;3350,0
2889;XKD71073;Jacket;Pink;46;11824,0;5826,0;5998,0;СПб (Северо-Запад);3;21;122346,0
2890;OKB70101;Coat;Green;48;2002,0;922,0;1080,0;СПб (Северо-Запад);0;77;70994,0
2891;MOY06443;Jeans;White;50;10220,0;5451,0;4769,0;СПб (Северо-Запад);5;0;0,0
2892;DFM55018;Sweater;Grey;44;4664,0;2747,0;1917,0;СПб (Северо-Запад);4;39;107133,0
2893;NHN49021;Shirt;Brown;44;5494,0;3202,0;2292,0;СПб (Северо-Запад);4;8;25616,0
2894;IAA74395;Skirt;Navy Blue;44;14606,0;7783,0;6823,0;СПб (Северо-Запад);7;2;15566,0
2895;NXD26223;Coat;Navy Blue;42;6217,0;3117,0;3100,0;СПб (Северо-Запад);7;1;3117,0
2896;RNJ61497;Jeans;Yellow;44;515,0;291,0;224,0;СПб (Северо-Запад);2;12;3492,0
2897;CRF64583;Coat;Brown;52;13592,0;7709,0;5883,0;СПб (Северо-Запад);7;1;7709,0
2898;FNB02888;Skirt;Beige;40;5870,0;3322,0;2548,0;СПб (Северо-Запад);9;2;6644,0
2899;ELH48883;Jacket;Beige;52;8116,0;3503,0;4613,0;СПб (Северо-Запад);2;16;56048,0
2900;UMZ33994;Sweater;Grey;52;2845,0;1152,0;1693,0;СПб (Северо-Запад);3;12;13824,0
2901;VRI76924;Sweater;Grey;42;5728,0;3418,0;2310,0;СПб (Северо-Запад);4;33;112794,0
2902;HLE85780;Trousers;Navy Blue;44;9536,0;5645,0;3891,0;СПб (Северо-Запад);2;8;45160,0
2903;KDA41535;Blouse;Brown;50;7196,0;3691,0;3505,0;СПб (Северо-Запад);4;12;44292,0
2904;ICV04144;Blouse;Blue;44;7565,0;4529,0;3036,0;СПб (Северо-Запад);8;0;0,0
2905;MPG30472;Dress;Grey;48;10573,0;5859,0;4714,0;СПб (Северо-Запад);4;35;205065,0
2906;WWB53869;Dress;Brown;42;12807,0;6448,0;6359,0;СПб (Северо-Запад);8;1;6448,0
2907;EUH45896;Trousers;Blue;46;4074,0;1947,0;2127,0;СПб (Северо-Запад);3;8;15576,0
2908;SAX97483;Jacket;Purple;42;10808,0;5605,0;5203,0;СПб (Северо-Запад);2;38;212990,0
2909;WHR42650;Trousers;Navy Blue;44;9057,0;4557,0;4500,0;СПб (Северо-Запад);3;28;127596,0
2910;LRY91247;Dress;Pink;40;3621,0;2168,0;1453,0;СПб (Северо-Запад);4;8;17344,0
2911;EBO73734;Coat;Beige;50;1401,0;698,0;703,0;СПб (Северо-Запад);7;2;1396,0
2912;SAF66878;Jeans;Green;52;13285,0;7535,0;5750,0;СПб (Северо-Запад);10;1;7535,0
2913;LAB17188;Sweater;Beige;40;4171,0;2347,0;1824,0;СПб (Северо-Запад);6;1;2347,0
2914;XSN52329;Jeans;Black;48;11814,0;4894,0;6920,0;СПб (Северо-Запад);3;7;34258,0
2915;OFT44507;Sweater;Pink;48;8588,0;3585,0;5003,0;СПб (Северо-Запад);7;1;3585,0
2916;EZO47663;Sweater;Purple;46;9187,0;4887,0;4300,0;СПб (Северо-Запад);5;1;4887,0
2917;WQG98850;Jacket;White;44;6485,0;2930,0;3555,0;СПб (Северо-Запад);5;1;2930,0
2918;ZXH70816;Jacket;Pink;46;13080,0;6952,0;6128,0;СПб (Северо-Запад);2;39;271128,0
2919;TCO20680;Skirt;White;48;12875,0;5522,0;7353,0;СПб (Северо-Запад);6;0;0,0
2920;CIK47567;Skirt;Black;44;6704,0;3214,0;3490,0;СПб (Северо-Запад);6;0;0,0
2921;BWF55670;Trousers;Green;50;8658,0;3641,0;5017,0;СПб (Северо-Запад);4;5;18205,0
2922;GBH20483;Shirt;Beige;42;2977,0;1359,0;1618,0;СПб (Северо-Запад);6;1;1359,0
2923;RVE61523;Blouse;Green;40;10052,0;4198,0;5854,0;СПб (Северо-Запад);5;1;4198,0
2924;INF60953;Skirt;Grey;50;3563,0;2117,0;1446,0;СПб (Северо-Запад);5;1;2117,0
2925;HCV42090;Shirt;Grey;44;7286,0;3490,0;3796,0;СПб (Северо-Запад);4;28;97720,0
2926;XUR46662;Coat;Grey;52;1559,0;905,0;654,0;СПб (Северо-Запад);4;18;16290,0
2927;SLC53954;Trousers;White;54;790,0;469,0;321,0;СПб (Северо-Запад);3;17;7973,0
2928;COV33756;Blouse;Pink;48;3261,0;1898,0;1363,0;СПб (Северо-Запад);3;10;18980,0
2929;EBW78392;Jeans;Beige;52;10724,0;5265,0;5459,0;СПб (Северо-Запад);4;14;73710,0
2930;EJO54413;Skirt;White;50;9059,0;5035,0;4024,0;СПб (Северо-Запад);6;2;10070,0
2931;JGG67523;Skirt;Blue;50;3284,0;1415,0;1869,0;СПб (Северо-Запад);4;26;36790,0
2932;RCX73065;Sweater;Yellow;50;9966,0;4175,0;5791,0;СПб (Северо-Запад);3;13;54275,0
2933;GLO62870;Shirt;Yellow;40;3164,0;1821,0;1343,0;СПб (Северо-Запад);2;9;16389,0
2934;UIE81745;Trousers;Green;46;8531,0;3465,0;5066,0;СПб (Северо-Запад);5;0;0,0
2935;QGB37038;Dress;Red;50;5155,0;3064,0;2091,0;СПб (Северо-Запад);5;0;0,0
2936;JHC28419;Skirt;Green;42;8665,0;4631,0;4034,0;СПб (Северо-Запад);4;17;78727,0
2937;NOM88672;Jeans;Purple;46;7686,0;3719,0;3967,0;СПб (Северо-Запад);7;1;3719,0
2938;WVY74991;Shirt;Brown;48;10362,0;4438,0;5924,0;СПб (Северо-Запад);4;7;31066,0
2939;WND17691;Trousers;Black;42;14258,0;7766,0;6492,0;СПб (Северо-Запад);4;23;178618,0
2940;UBL00872;Trousers;Pink;50;6552,0;3359,0;3193,0;СПб (Северо-Запад);5;0;0,0
2941;FRM89368;Coat;Red;42;8280,0;4490,0;3790,0;СПб (Северо-Запад);4;5;22450,0
2942;RLM78799;Jacket;Yellow;40;9115,0;4408,0;4707,0;СПб (Северо-Запад);2;21;92568,0
2943;RPM37474;Sweater;Blue;42;3577,0;1478,0;2099,0;СПб (Северо-Запад);9;3;4434,0
2944;LHP73817;Jeans;Grey;54;7715,0;3572,0;4143,0;СПб (Северо-Запад);4;23;82156,0
2945;APJ18216;Sweater;Grey;40;13590,0;6292,0;7298,0;СПб (Северо-Запад);1;37;232804,0
2946;RJU69185;Skirt;Yellow;50;8115,0;3260,0;4855,0;СПб (Северо-Запад);2;34;110840,0
2947;TGQ00642;Jacket;White;46;4913,0;1975,0;2938,0;СПб (Северо-Запад);5;1;1975,0
2948;BCM61937;Jeans;Purple;40;6937,0;3234,0;3703,0;СПб (Северо-Запад);2;10;32340,0
2949;CBS94004;Shirt;Black;48;4350,0;2373,0;1977,0;СПб (Северо-Запад);11;4;9492,0
2950;OSR89589;Dress;Brown;50;7390,0;3878,0;3512,0;СПб (Северо-Запад);6;1;3878,0
2951;FIN73861;Trousers;Yellow;40;10469,0;4688,0;5781,0;СПб (Северо-Запад);3;36;168768,0
2952;OMC22854;Trousers;Purple;52;14763,0;7685,0;7078,0;СПб (Северо-Запад);8;0;0,0
2953;QWR21809;Jeans;Green;46;8753,0;4634,0;4119,0;СПб (Северо-Запад);3;29;134386,0
2954;MDR41535;Shirt;Navy Blue;48;8344,0;4210,0;4134,0;СПб (Северо-Запад);9;1;4210,0
2955;GXX94108;Dress;White;48;13290,0;6702,0;6588,0;СПб (Северо-Запад);4;18;120636,0
2956;RTR03037;Jeans;Brown;50;9947,0;4714,0;5233,0;СПб (Северо-Запад);4;31;146134,0
2957;UIP53218;Jeans;Grey;40;6495,0;2758,0;3737,0;СПб (Северо-Запад);4;38;104804,0
2958;KQS86128;Sweater;Blue;44;3467,0;1654,0;1813,0;СПб (Северо-Запад);5;0;0,0
2959;VXJ78209;Sweater;Red;46;11691,0;5484,0;6207,0;СПб (Северо-Запад);5;1;5484,0
2960;BAB85041;Coat;Pink;42;14285,0;7405,0;6880,0;СПб (Северо-Запад);3;33;244365,0
2961;AYW50592;Coat;Black;56;2574,0;1470,0;1104,0;СПб (Северо-Запад);3;34;49980,0
2962;SHI86166;Skirt;Navy Blue;48;6122,0;2908,0;3214,0;СПб (Северо-Запад);6;2;5816,0
2963;FYS64073;Trousers;Yellow;46;4974,0;2696,0;2278,0;СПб (Северо-Запад);4;14;37744,0
2964;NQN81165;Trousers;Grey;48;14349,0;8069,0;6280,0;СПб (Северо-Запад);2;35;282415,0
2965;JZT34624;Sweater;Yellow;46;14534,0;6429,0;8105,0;СПб (Северо-Запад);5;0;0,0
2966;AJS08903;Jeans;Blue;44;2428,0;1409,0;1019,0;СПб (Северо-Запад);2;6;8454,0
2967;OFU28496;Dress;Green;50;4323,0;1790,0;2533,0;СПб (Северо-Запад);9;2;3580,0
2968;QHD59714;Trousers;Navy Blue;52;11054,0;6415,0;4639,0;СПб (Северо-Запад);5;1;6415,0
2969;GZT30744;Coat;Pink;44;4665,0;2019,0;2646,0;СПб (Северо-Запад);4;39;78741,0
2970;MWN48158;Jeans;Beige;46;14601,0;6825,0;7776,0;СПб (Северо-Запад);4;31;211575,0
2971;FYL56306;Trousers;Black;48;10342,0;5389,0;4953,0;СПб (Северо-Запад);5;0;0,0
2972;WUE91144;Shirt;Purple;42;13373,0;7772,0;5601,0;СПб (Северо-Запад);3;14;108808,0
2973;NRA61603;Sweater;Black;52;8105,0;3656,0;4449,0;СПб (Северо-Запад);1;18;65808,0
2974;VEO66790;Jeans;White;52;863,0;477,0;386,0;СПб (Северо-Запад);5;1;477,0
2975;HPV51364;Trousers;Red;54;5781,0;3134,0;2647,0;СПб (Северо-Запад);3;15;47010,0
2976;DIP42515;Sweater;Red;48;7553,0;3262,0;4291,0;СПб (Северо-Запад);8;3;9786,0
2977;YNI99927;Shirt;Navy Blue;48;1145,0;568,0;577,0;СПб (Северо-Запад);7;2;1136,0
2978;CYK45591;Sweater;Yellow;52;8904,0;4419,0;4485,0;СПб (Северо-Запад);1;8;35352,0
2979;YWW30501;Jeans;Pink;54;7975,0;3676,0;4299,0;СПб (Северо-Запад);3;23;84548,0
2980;ZNB83071;Shirt;Black;50;9944,0;5529,0;4415,0;СПб (Северо-Запад);4;6;33174,0
2981;HSE95834;Jacket;Red;48;4608,0;2697,0;1911,0;СПб (Северо-Запад);3;34;91698,0
2982;BGA11171;Dress;Green;40;3197,0;1737,0;1460,0;СПб (Северо-Запад);5;1;1737,0
2983;QBN80259;Sweater;Black;46;11226,0;6675,0;4551,0;СПб (Северо-Запад);6;1;6675,0
2984;KQI91842;Coat;Green;52;9864,0;4045,0;5819,0;СПб (Северо-Запад);3;35;141575,0
2985;DOJ80960;Trousers;Beige;50;9162,0;3733,0;5429,0;СПб (Северо-Запад);1;35;130655,0
2986;DGE37175;Jacket;Yellow;50;6789,0;3929,0;2860,0;СПб (Северо-Запад);3;33;129657,0
2987;JMU69638;Skirt;Blue;46;10185,0;5903,0;4282,0;СПб (Северо-Запад);3;27;159381,0
2988;RUT39934;Trousers;Red;44;7785,0;3281,0;4504,0;СПб (Северо-Запад);2;17;55777,0
2989;UMB39733;Jeans;Brown;40;10205,0;4812,0;5393,0;СПб (Северо-Запад);3;23;110676,0
2990;YFI03455;Shirt;Brown;48;13514,0;7664,0;5850,0;СПб (Северо-Запад);4;38;291232,0
2991;VJW17212;Jeans;Green;44;5415,0;2305,0;3110,0;СПб (Северо-Запад);4;32;73760,0
2992;TFY35414;Dress;Black;50;3014,0;1367,0;1647,0;СПб (Северо-Запад);0;59;80653,0
2993;MLK23188;Skirt;Green;50;5556,0;2979,0;2577,0;СПб (Северо-Запад);3;18;53622,0
2994;MNA56276;Jacket;Purple;52;12640,0;7538,0;5102,0;СПб (Северо-Запад);5;1;7538,0
2995;UPF82294;Coat;Yellow;48;10039,0;5616,0;4423,0;СПб (Северо-Запад);5;0;0,0
2996;PIN37730;Skirt;Blue;44;8321,0;4622,0;3699,0;СПб (Северо-Запад);6;0;0,0
2997;ZAE24704;Jeans;Pink;50;2211,0;1036,0;1175,0;СПб (Северо-Запад);5;0;0,0
2998;HXT75649;Coat;Red;50;8871,0;4722,0;4149,0;СПб (Северо-Запад);5;1;4722,0
2999;MDZ36969;Jacket;Blue;42;3425,0;1447,0;1978,0;СПб (Северо-Запад);2;16;23152,0
3000;AOA43910;Shirt;Blue;42;1301,0;779,0;522,0;СПб (Северо-Запад);3;18;14022,0
3001;DSA90153;Jeans;Pink;46;10613,0;5265,0;5348,0;СПб (Северо-Запад);4;10;52650,0
3002;IXD42662;Jeans;Beige;48;13909,0;7341,0;6568,0;СПб (Северо-Запад);5;1;7341,0
3003;FMW71771;Blouse;Green;44;3820,0;2197,0;1623,0;СПб (Северо-Запад);4;8;17576,0
3004;DRO28414;Jacket;Beige;52;4204,0;1682,0;2522,0;СПб (Северо-Запад);5;0;0,0
3005;GOV31610;Skirt;Blue;42;9938,0;5915,0;4023,0;СПб (Северо-Запад);3;34;201110,0
3006;JFF73292;Sweater;Brown;44;7335,0;3461,0;3874,0;СПб (Северо-Запад);7;0;0,0
3007;TZU86530;Jacket;Blue;52;2368,0;1108,0;1260,0;СПб (Северо-Запад);4;17;18836,0
3008;RYI37240;Coat;White;52;13392,0;5745,0;7647,0;СПб (Северо-Запад);6;1;5745,0
3009;TDE84143;Trousers;Green;54;7652,0;4374,0;3278,0;СПб (Северо-Запад);7;1;4374,0
3010;ZDC34977;Jacket;Purple;40;4569,0;2623,0;1946,0;СПб (Северо-Запад);3;17;44591,0
3011;TTG17021;Skirt;Red;50;2449,0;989,0;1460,0;СПб (Северо-Запад);3;34;33626,0
3012;ZRK06050;Trousers;Yellow;54;7175,0;2950,0;4225,0;СПб (Северо-Запад);5;1;2950,0
3013;VGU26307;Dress;Beige;44;6770,0;3951,0;2819,0;СПб (Северо-Запад);6;0;0,0
3014;YIA36518;Trousers;Navy Blue;42;11426,0;4851,0;6575,0;СПб (Северо-Запад);1;9;43659,0
3015;XSK28992;Trousers;Black;46;9521,0;4991,0;4530,0;СПб (Северо-Запад);4;5;24955,0
3016;UVN59339;Trousers;Green;44;13698,0;7177,0;6521,0;СПб (Северо-Запад);4;14;100478,0
3017;RQB38438;Blouse;Blue;44;1953,0;1121,0;832,0;СПб (Северо-Запад);5;1;1121,0
3018;DES12474;Trousers;Blue;54;1671,0;860,0;811,0;СПб (Северо-Запад);7;2;1720,0
3019;MPB72022;Shirt;Yellow;44;7948,0;3869,0;4079,0;СПб (Северо-Запад);5;1;3869,0
3020;XNS62839;Sweater;White;50;4626,0;2752,0;1874,0;СПб (Северо-Запад);0;15;41280,0
3021;CAQ19416;Trousers;Pink;54;12600,0;5617,0;6983,0;СПб (Северо-Запад);4;23;129191,0
3022;IKR16419;Dress;Brown;42;4890,0;2213,0;2677,0;СПб (Северо-Запад);4;37;81881,0
3023;YVX21146;Blouse;Red;40;14360,0;5987,0;8373,0;СПб (Северо-Запад);9;3;17961,0
3024;CBN26152;Coat;Blue;48;11986,0;7132,0;4854,0;СПб (Северо-Запад);4;37;263884,0
3025;OBI24710;Jacket;Grey;48;2825,0;1529,0;1296,0;СПб (Северо-Запад);7;2;3058,0
3026;DNL06356;Jacket;Grey;48;2727,0;1097,0;1630,0;СПб (Северо-Запад);5;1;1097,0
3027;SJF23090;Sweater;White;46;4762,0;2576,0;2186,0;СПб (Северо-Запад);8;2;5152,0
3028;UJU24687;Trousers;Yellow;46;1373,0;660,0;713,0;СПб (Северо-Запад);6;1;660,0
3029;IJB55432;Trousers;White;46;9126,0;5416,0;3710,0;СПб (Северо-Запад);5;1;5416,0
3030;UHP72466;Shirt;Red;42;3614,0;1646,0;1968,0;СПб (Северо-Запад);1;17;27982,0
3031;HBS17500;Dress;Red;48;8868,0;4807,0;4061,0;СПб (Северо-Запад);6;1;4807,0
3032;GOD10712;Shirt;Navy Blue;44;5887,0;3094,0;2793,0;СПб (Северо-Запад);5;0;0,0
3033;JCI10553;Coat;Pink;56;1313,0;528,0;785,0;СПб (Северо-Запад);4;9;4752,0
3034;GAO17865;Shirt;Brown;50;794,0;458,0;336,0;СПб (Северо-Запад);1;14;6412,0
3035;SQF82560;Jeans;White;40;5010,0;2144,0;2866,0;СПб (Северо-Запад);2;19;40736,0
3036;YMG30753;Trousers;White;44;10362,0;5520,0;4842,0;СПб (Северо-Запад);6;1;5520,0
3037;MMB01277;Jeans;Beige;44;3214,0;1784,0;1430,0;СПб (Северо-Запад);10;1;1784,0
3038;ZXL42377;Dress;Brown;50;6352,0;3342,0;3010,0;СПб (Северо-Запад);6;1;3342,0
3039;RVI14501;Trousers;White;44;12868,0;5397,0;7471,0;СПб (Северо-Запад);4;13;70161,0
3040;UTQ73236;Jacket;Purple;50;7538,0;4485,0;3053,0;СПб (Северо-Запад);6;1;4485,0
3041;DKI86442;Trousers;Grey;42;8865,0;3966,0;4899,0;СПб (Северо-Запад);5;0;0,0
3042;LRD75414;Skirt;Pink;44;6165,0;3240,0;2925,0;СПб (Северо-Запад);2;13;42120,0
3043;PKD48942;Dress;Brown;42;10191,0;5701,0;4490,0;СПб (Северо-Запад);2;13;74113,0
3044;AJF05842;Shirt;Brown;50;5096,0;2996,0;2100,0;СПб (Северо-Запад);3;11;32956,0
3045;ZED69723;Jeans;Yellow;42;8636,0;4498,0;4138,0;СПб (Северо-Запад);5;1;4498,0
3046;BHK34222;Sweater;Purple;40;13638,0;6162,0;7476,0;СПб (Северо-Запад);2;14;86268,0
3047;RBL76163;Jeans;Green;44;10337,0;5864,0;4473,0;СПб (Северо-Запад);9;1;5864,0
3048;HFP97292;Sweater;Blue;40;12814,0;5544,0;7270,0;СПб (Северо-Запад);4;30;166320,0
3049;AGI55599;Coat;Red;50;5712,0;2310,0;3402,0;СПб (Северо-Запад);0;44;101640,0
3050;FOU20546;Blouse;Purple;40;13416,0;7803,0;5613,0;СПб (Северо-Запад);1;15;117045,0
3051;QKF87519;Dress;Purple;42;9073,0;4673,0;4400,0;СПб (Северо-Запад);0;57;266361,0
3052;USY16403;Coat;Red;42;13215,0;5470,0;7745,0;СПб (Северо-Запад);4;39;213330,0
3053;FBX07650;Shirt;Pink;40;3990,0;2059,0;1931,0;СПб (Северо-Запад);7;1;2059,0
3054;LDE45054;Coat;Grey;48;13187,0;5657,0;7530,0;СПб (Северо-Запад);4;14;79198,0
3055;PZK08346;Coat;Blue;42;10690,0;4343,0;6347,0;СПб (Северо-Запад);3;33;143319,0
3056;USR84266;Blouse;White;40;7175,0;3037,0;4138,0;СПб (Северо-Запад);3;13;39481,0
3057;BEW11287;Jeans;Grey;46;1855,0;1030,0;825,0;СПб (Северо-Запад);2;7;7210,0
3058;ZJT55199;Dress;Brown;46;536,0;295,0;241,0;СПб (Северо-Запад);4;39;11505,0
3059;LMQ69742;Skirt;Pink;46;1865,0;971,0;894,0;СПб (Северо-Запад);2;7;6797,0
3060;ZFC59338;Shirt;Pink;42;1500,0;663,0;837,0;СПб (Северо-Запад);3;17;11271,0
3061;TTC56295;Shirt;Navy Blue;42;4259,0;2333,0;1926,0;СПб (Северо-Запад);4;31;72323,0
3062;CVF87680;Coat;Yellow;42;10839,0;5220,0;5619,0;СПб (Северо-Запад);2;38;198360,0
3063;NYS12844;Skirt;Navy Blue;42;6392,0;3210,0;3182,0;СПб (Северо-Запад);2;27;86670,0
3064;MER13864;Dress;Brown;50;13055,0;7566,0;5489,0;СПб (Северо-Запад);0;43;325338,0
3065;DVB65208;Shirt;Navy Blue;42;6623,0;3256,0;3367,0;СПб (Северо-Запад);5;1;3256,0
3066;IPB41325;Sweater;Grey;46;2068,0;1086,0;982,0;СПб (Северо-Запад);1;36;39096,0
3067;IFS98255;Skirt;Green;42;10950,0;6486,0;4464,0;СПб (Северо-Запад);3;20;129720,0
3068;TDM27619;Trousers;Green;50;1212,0;594,0;618,0;СПб (Северо-Запад);6;2;1188,0
3069;UXC80673;Trousers;Green;46;8219,0;4209,0;4010,0;СПб (Северо-Запад);3;16;67344,0
3070;WBT99244;Blouse;White;46;14471,0;7480,0;6991,0;СПб (Северо-Запад);4;14;104720,0
3071;EYV97406;Trousers;Beige;50;6419,0;2877,0;3542,0;СПб (Северо-Запад);4;25;71925,0
3072;KOG28753;Blouse;Navy Blue;48;5278,0;2889,0;2389,0;СПб (Северо-Запад);6;1;2889,0
3073;CKU60743;Coat;Green;46;6880,0;3752,0;3128,0;СПб (Северо-Запад);4;22;82544,0
3074;RIY05638;Trousers;Grey;40;2026,0;897,0;1129,0;СПб (Северо-Запад);6;2;1794,0
3075;PMQ90968;Coat;Red;46;12021,0;4840,0;7181,0;СПб (Северо-Запад);7;1;4840,0
3076;SLQ83994;Sweater;Navy Blue;50;10653,0;6390,0;4263,0;СПб (Северо-Запад);3;35;223650,0
3077;NBF94944;Blouse;Blue;50;14845,0;7665,0;7180,0;СПб (Северо-Запад);3;7;53655,0
3078;DMF20936;Coat;Pink;54;5752,0;2509,0;3243,0;СПб (Северо-Запад);5;0;0,0
3079;QTY06882;Blouse;Yellow;42;9694,0;4427,0;5267,0;СПб (Северо-Запад);5;0;0,0
3080;VKX12390;Dress;Purple;40;8032,0;4205,0;3827,0;СПб (Северо-Запад);3;9;37845,0
3081;OQI22982;Shirt;Yellow;46;14320,0;6122,0;8198,0;СПб (Северо-Запад);4;21;128562,0
3082;RRE28706;Sweater;Green;46;13959,0;5688,0;8271,0;СПб (Северо-Запад);2;35;199080,0
3083;LJX06569;Jacket;Red;46;3470,0;1942,0;1528,0;СПб (Северо-Запад);4;25;48550,0
3084;KHP51415;Blouse;Green;40;763,0;414,0;349,0;СПб (Северо-Запад);5;1;414,0
3085;SXM38189;Dress;Pink;50;13582,0;6274,0;7308,0;СПб (Северо-Запад);4;12;75288,0
3086;RQN83097;Trousers;Red;50;4678,0;1926,0;2752,0;СПб (Северо-Запад);4;23;44298,0
3087;AFJ61590;Skirt;Blue;42;8666,0;4309,0;4357,0;СПб (Северо-Запад);2;38;163742,0
3088;YGJ35941;Sweater;Grey;50;5786,0;2634,0;3152,0;СПб (Северо-Запад);6;1;2634,0
3089;EJG35008;Coat;Green;56;2188,0;1049,0;1139,0;СПб (Северо-Запад);2;8;8392,0
3090;UER87732;Dress;Yellow;50;7305,0;3322,0;3983,0;СПб (Северо-Запад);4;23;76406,0
3091;QDA41721;Coat;Blue;48;12278,0;5342,0;6936,0;СПб (Северо-Запад);4;38;202996,0
3092;URO22239;Trousers;Green;52;3974,0;1897,0;2077,0;СПб (Северо-Запад);3;24;45528,0
3093;TJX20488;Trousers;Black;54;10109,0;5994,0;4115,0;СПб (Северо-Запад);3;27;161838,0
3094;EGO36130;Coat;Yellow;56;5209,0;2361,0;2848,0;СПб (Северо-Запад);6;1;2361,0
3095;GIV53986;Sweater;Black;44;5575,0;2605,0;2970,0;СПб (Северо-Запад);1;28;72940,0
3096;YUZ68988;Dress;Grey;42;10911,0;5083,0;5828,0;СПб (Северо-Запад);0;60;304980,0
3097;GLX84330;Shirt;Purple;48;5899,0;2926,0;2973,0;СПб (Северо-Запад);7;2;5852,0
3098;WKB48507;Jeans;Red;40;946,0;538,0;408,0;СПб (Северо-Запад);6;0;0,0
3099;UID54997;Shirt;Pink;44;12036,0;5782,0;6254,0;СПб (Северо-Запад);3;31;179242,0
3100;PKJ94562;Skirt;Brown;50;10443,0;5861,0;4582,0;СПб (Северо-Запад);5;1;5861,0
3101;ASL86884;Shirt;Black;50;9514,0;4024,0;5490,0;СПб (Северо-Запад);8;1;4024,0
3102;BWQ90925;Shirt;Green;52;11223,0;6498,0;4725,0;СПб (Северо-Запад);3;17;110466,0
3103;UYY43434;Trousers;Green;40;3794,0;1658,0;2136,0;СПб (Северо-Запад);2;14;23212,0
3104;IQB74004;Skirt;Green;50;14826,0;6047,0;8779,0;СПб (Северо-Запад);1;36;217692,0
3105;HOS12296;Sweater;Yellow;50;3811,0;1645,0;2166,0;СПб (Северо-Запад);3;12;19740,0
3106;QLN09939;Jacket;White;52;3119,0;1367,0;1752,0;СПб (Северо-Запад);3;20;27340,0
3107;QUK77230;Jacket;Purple;40;12605,0;6324,0;6281,0;СПб (Северо-Запад);4;22;139128,0
3108;VTG15085;Jacket;Red;48;6698,0;3282,0;3416,0;СПб (Северо-Запад);4;13;42666,0
3109;EIL30108;Trousers;Grey;46;1978,0;1074,0;904,0;СПб (Северо-Запад);4;19;20406,0
3110;WOW94138;Sweater;Brown;44;4432,0;1818,0;2614,0;СПб (Северо-Запад);7;1;1818,0
3111;NUQ72657;Skirt;Brown;40;4372,0;2184,0;2188,0;СПб (Северо-Запад);8;2;4368,0
3112;KOB33308;Dress;Purple;44;2104,0;982,0;1122,0;СПб (Северо-Запад);5;1;982,0
3113;ACT45608;Blouse;Purple;42;7898,0;4155,0;3743,0;СПб (Северо-Запад);2;12;49860,0
3114;QAH98187;Blouse;Green;46;780,0;319,0;461,0;СПб (Северо-Запад);4;28;8932,0
3115;LNT02319;Blouse;Pink;48;10191,0;4148,0;6043,0;СПб (Северо-Запад);6;1;4148,0
3116;TFH26255;Jacket;Pink;40;5547,0;2693,0;2854,0;СПб (Северо-Запад);6;1;2693,0
3117;TSG56124;Jeans;Navy Blue;52;13507,0;7595,0;5912,0;СПб (Северо-Запад);4;18;136710,0
3118;KMV94214;Jacket;Purple;54;861,0;460,0;401,0;СПб (Северо-Запад);1;27;12420,0
3119;HJM46839;Jacket;Navy Blue;44;994,0;401,0;593,0;СПб (Северо-Запад);3;15;6015,0
3120;LIB69968;Coat;Blue;48;4138,0;1803,0;2335,0;СПб (Северо-Запад);3;18;32454,0
3121;GMU32222;Jacket;Grey;48;14024,0;6246,0;7778,0;СПб (Северо-Запад);5;1;6246,0
3122;NIP84428;Coat;Grey;50;2150,0;1042,0;1108,0;СПб (Северо-Запад);1;25;26050,0
3123;ATG34408;Coat;Yellow;54;1141,0;590,0;551,0;СПб (Северо-Запад);3;26;15340,0
3124;AWK33410;Trousers;Red;46;4306,0;1909,0;2397,0;СПб (Северо-Запад);2;22;41998,0
3125;IMF70576;Skirt;Brown;46;9689,0;4617,0;5072,0;СПб (Северо-Запад);5;1;4617,0
3126;BWT73352;Trousers;Blue;44;1187,0;613,0;574,0;СПб (Северо-Запад);3;16;9808,0
3127;HGG98642;Skirt;White;48;13618,0;6492,0;7126,0;СПб (Северо-Запад);3;12;77904,0
3128;YXW14969;Trousers;Beige;40;1114,0;477,0;637,0;СПб (Северо-Запад);2;36;17172,0
3129;RAY20970;Coat;Black;48;10133,0;5050,0;5083,0;СПб (Северо-Запад);6;1;5050,0
3130;TVP73406;Shirt;White;50;8453,0;3929,0;4524,0;СПб (Северо-Запад);5;1;3929,0
3131;POT89018;Shirt;Black;46;4786,0;2742,0;2044,0;СПб (Северо-Запад);3;39;106938,0
3132;NTL94074;Jacket;Navy Blue;48;12136,0;6737,0;5399,0;СПб (Северо-Запад);3;35;235795,0
3133;LCQ65624;Sweater;Navy Blue;42;14298,0;6263,0;8035,0;СПб (Северо-Запад);4;30;187890,0
