customer_id;age;gender;typical_size;city;club_member_status;registration_date
2476;61;F;52;Челябинск;INACTIVE;2025-04-10
2477;54;M;52;СПб;INACTIVE;2025-01-26
2478;40;Unisex;56;Москва;INACTIVE;2025-02-01
2479;55;Unisex;46;Екатеринбург;PREMIUM;2025-01-29
2480;38;F;54;Екатеринбург;ACTIVE;2025-03-23
2481;25;F;42;СПб;ACTIVE;2025-03-20
2482;37;F;44;Екатеринбург;INACTIVE;2025-04-09
2483;41;M;50;СПб;PREMIUM;2025-01-12
2484;69;M;46;Челябинск;ACTIVE;2025-01-14
2485;35;F;54;Челябинск;INACTIVE;2025-02-03
2486;59;F;44;Казань;ACTIVE;2025-04-10
2487;24;Unisex;52;Казань;ACTIVE;2025-01-10
2488;50;F;44;Екатеринбург;ACTIVE;2025-01-13
2489;43;F;52;Челябинск;ACTIVE;2025-04-06
2490;53;F;46;Новосибирск;INACTIVE;2025-04-06
2491;51;F;46;СПб;ACTIVE;2025-01-19
2492;48;F;50;Екатеринбург;ACTIVE;2025-02-18
2493;57;M;50;Новосибирск;INACTIVE;2025-04-06
2494;48;Unisex;52;Челябинск;INACTIVE;2025-01-19
2495;49;F;54;Новосибирск;PREMIUM;2025-02-20
2496;22;F;54;Москва;ACTIVE;2025-04-08
2497;56;F;54;Нижний Новгород;INACTIVE;2025-03-02
2498;67;F;48;Казань;PREMIUM;2025-02-21
2499;48;M;40;СПб;INACTIVE;2025-03-10
2500;23;M;46;Екатеринбург;INACTIVE;2025-02-13
2501;66;F;44;Казань;ACTIVE;2025-04-04
2502;47;F;48;Новосибирск;ACTIVE;2025-01-08
2503;33;M;50;Екатеринбург;ACTIVE;2025-02-11
2504;28;F;46;Новосибирск;ACTIVE;2025-02-28
2505;47;F;40;Москва;PREMIUM;2025-04-06
2506;62;M;44;Челябинск;PREMIUM;2025-01-09
2507;33;F;52;Москва;PREMIUM;2025-01-13
2508;67;M;52;Челябинск;INACTIVE;2025-01-01
2509;39;F;50;СПб;ACTIVE;2025-01-29
2510;61;F;46;Москва;PREMIUM;2025-01-02
2511;59;M;46;Казань;INACTIVE;2025-02-06
2512;36;Unisex;42;Челябинск;ACTIVE;2025-03-26
2513;69;F;54;Москва;INACTIVE;2025-03-10
2514;64;F;46;Казань;PREMIUM;2025-04-02
2515;20;F;44;Екатеринбург;PREMIUM;2025-04-02
2516;66;F;54;Екатеринбург;PREMIUM;2025-01-18
2517;68;F;54;СПб;INACTIVE;2025-03-31
2518;59;F;48;Казань;INACTIVE;2025-01-06
2519;64;F;40;Екатеринбург;INACTIVE;2025-01-28
2520;47;Unisex;52;Новосибирск;ACTIVE;2025-03-27
2521;29;M;52;Челябинск;ACTIVE;2025-03-13
2522;27;M;44;Новосибирск;PREMIUM;2025-04-07
2523;38;M;52;Москва;ACTIVE;2025-01-31
2524;54;M;44;Казань;ACTIVE;2025-01-12
2525;53;M;50;Нижний Новгород;ACTIVE;2025-03-12
2526;52;M;50;СПб;ACTIVE;2025-02-15
2527;33;F;54;Новосибирск;PREMIUM;2025-03-14
2528;35;F;46;СПб;INACTIVE;2025-01-07
2529;23;F;40;Новосибирск;ACTIVE;2025-03-15
2530;61;M;42;Новосибирск;PREMIUM;2025-02-11
2531;41;F;52;Москва;INACTIVE;2025-02-16
2532;22;F;48;Казань;ACTIVE;2025-03-07
2533;30;F;52;СПб;ACTIVE;2025-01-24
2534;67;M;40;Новосибирск;INACTIVE;2025-04-01
2535;45;F;40;Москва;ACTIVE;2025-02-26
2536;57;M;52;Екатеринбург;INACTIVE;2025-02-20
2537;67;M;48;Москва;ACTIVE;2025-02-07
2538;52;F;44;Новосибирск;ACTIVE;2025-03-04
2539;62;M;50;Новосибирск;INACTIVE;2025-03-29
2540;61;M;46;Москва;ACTIVE;2025-02-07
2541;37;F;54;Казань;PREMIUM;2025-01-12
2542;38;F;50;Новосибирск;ACTIVE;2025-03-16
2543;66;F;50;Нижний Новгород;ACTIVE;2025-03-03
2544;46;M;46;Казань;PREMIUM;2025-04-07
2545;20;F;50;СПб;ACTIVE;2025-03-19
2546;30;Unisex;48;Нижний Новгород;ACTIVE;2025-04-06
2547;24;Unisex;52;Казань;ACTIVE;2025-01-23
2548;22;F;42;Новосибирск;PREMIUM;2025-04-08
2549;64;F;54;Новосибирск;PREMIUM;2025-01-14
2550;21;Unisex;50;Новосибирск;ACTIVE;2025-01-28
2551;45;F;40;Казань;PREMIUM;2025-01-24
2552;55;M;40;Екатеринбург;ACTIVE;2025-03-18
2553;60;F;42;Москва;INACTIVE;2025-01-11
2554;24;M;50;СПб;ACTIVE;2025-03-22
2555;30;F;52;СПб;ACTIVE;2025-04-07
2556;50;F;50;Москва;ACTIVE;2025-03-26
2557;47;F;42;Челябинск;ACTIVE;2025-01-03
2558;19;M;52;Нижний Новгород;ACTIVE;2025-03-07
2559;18;F;54;Новосибирск;ACTIVE;2025-01-05
2560;40;F;56;Нижний Новгород;ACTIVE;2025-02-19
2561;24;F;56;Нижний Новгород;INACTIVE;2025-02-06
2562;32;F;46;Москва;INACTIVE;2025-01-18
2563;69;M;44;Екатеринбург;PREMIUM;2025-01-09
2564;23;F;50;СПб;INACTIVE;2025-04-08
2565;61;Unisex;56;Новосибирск;PREMIUM;2025-01-06
2566;59;F;50;Челябинск;ACTIVE;2025-02-19
2567;28;M;52;Москва;INACTIVE;2025-02-24
2568;34;F;48;Челябинск;ACTIVE;2025-01-29
2569;59;M;52;Нижний Новгород;INACTIVE;2025-01-10
2570;58;M;56;Челябинск;ACTIVE;2025-02-21
2571;54;Unisex;50;Челябинск;ACTIVE;2025-02-12
2572;63;F;50;Новосибирск;PREMIUM;2025-01-25
2573;53;F;44;Москва;INACTIVE;2025-03-11
2574;28;F;54;Новосибирск;INACTIVE;2025-03-26
2575;51;M;42;Челябинск;ACTIVE;2025-02-26
2576;20;F;52;СПб;ACTIVE;2025-01-24
2577;67;M;54;СПб;INACTIVE;2025-01-09
2578;36;Unisex;56;Нижний Новгород;ACTIVE;2025-01-17
2579;66;M;48;Казань;ACTIVE;2025-01-06
2580;49;F;54;Нижний Новгород;ACTIVE;2025-02-08
2581;26;Unisex;42;Новосибирск;INACTIVE;2025-01-19
2582;48;M;40;СПб;ACTIVE;2025-02-22
2583;19;F;52;СПб;INACTIVE;2025-03-16
2584;62;M;42;Казань;ACTIVE;2025-04-06
2585;59;Unisex;54;Екатеринбург;ACTIVE;2025-04-01
2586;18;M;50;Нижний Новгород;PREMIUM;2025-02-09
2587;32;F;48;СПб;ACTIVE;2025-03-06
2588;48;F;56;Новосибирск;ACTIVE;2025-02-10
2589;56;F;50;Москва;ACTIVE;2025-02-18
2590;69;F;40;Москва;INACTIVE;2025-03-03
2591;52;F;40;СПб;ACTIVE;2025-04-08
2592;54;M;40;Новосибирск;INACTIVE;2025-03-30
2593;46;F;40;Москва;ACTIVE;2025-01-10
2594;19;Unisex;56;Москва;INACTIVE;2025-01-12
2595;61;M;50;Москва;ACTIVE;2025-03-02
2596;38;F;44;Нижний Новгород;ACTIVE;2025-02-25
2597;43;F;40;Екатеринбург;ACTIVE;2025-01-04
2598;25;F;44;Челябинск;PREMIUM;2025-02-27
2599;47;F;52;Нижний Новгород;INACTIVE;2025-01-01
2600;22;F;52;Нижний Новгород;INACTIVE;2025-03-27
2601;61;F;46;Москва;ACTIVE;2025-01-22
2602;37;F;46;Екатеринбург;INACTIVE;2025-02-09
2603;35;M;54;Казань;ACTIVE;2025-02-19
2604;46;M;40;СПб;ACTIVE;2025-02-19
2605;64;F;54;Челябинск;INACTIVE;2025-01-22
2606;19;F;40;Екатеринбург;INACTIVE;2025-02-02
2607;25;F;52;Москва;ACTIVE;2025-01-23
2608;53;M;56;Екатеринбург;PREMIUM;2025-03-31
2609;68;M;56;Екатеринбург;ACTIVE;2025-01-11
2610;27;M;54;СПб;INACTIVE;2025-03-19
2611;24;F;42;Казань;ACTIVE;2025-01-27
2612;31;M;50;Екатеринбург;ACTIVE;2025-03-01
2613;29;M;50;Нижний Новгород;ACTIVE;2025-01-23
2614;24;F;46;Нижний Новгород;ACTIVE;2025-02-27
2615;48;F;56;Екатеринбург;INACTIVE;2025-01-02
2616;32;Unisex;50;Новосибирск;PREMIUM;2025-01-02
2617;39;F;46;Челябинск;ACTIVE;2025-01-21
2618;19;M;46;Нижний Новгород;PREMIUM;2025-01-21
2619;41;Unisex;50;Москва;ACTIVE;2025-03-18
2620;62;M;44;Екатеринбург;ACTIVE;2025-03-10
2621;48;M;52;Нижний Новгород;ACTIVE;2025-02-06
2622;60;F;46;Нижний Новгород;INACTIVE;2025-01-08
2623;27;M;50;Москва;ACTIVE;2025-01-21
2624;50;F;56;Казань;PREMIUM;2025-04-10
2625;47;M;46;Москва;PREMIUM;2025-02-07
2626;53;F;56;Челябинск;PREMIUM;2025-02-19
2627;25;M;52;Нижний Новгород;INACTIVE;2025-01-07
2628;21;F;42;СПб;PREMIUM;2025-03-31
2629;34;M;44;Екатеринбург;INACTIVE;2025-02-16
2630;56;F;46;Казань;ACTIVE;2025-01-22
2631;31;F;56;Москва;ACTIVE;2025-01-29
2632;38;M;44;Екатеринбург;PREMIUM;2025-03-21
2633;43;M;42;Москва;ACTIVE;2025-02-22
2634;37;F;44;Екатеринбург;PREMIUM;2025-01-08
2635;55;F;54;Казань;ACTIVE;2025-03-03
2636;60;Unisex;52;Челябинск;PREMIUM;2025-01-11
2637;52;F;46;Челябинск;ACTIVE;2025-01-02
2638;30;F;40;Казань;ACTIVE;2025-02-01
2639;35;M;42;СПб;ACTIVE;2025-03-27
2640;56;F;50;СПб;INACTIVE;2025-03-31
2641;59;F;40;Москва;INACTIVE;2025-03-08
2642;19;F;50;Новосибирск;ACTIVE;2025-01-17
2643;22;M;48;Новосибирск;ACTIVE;2025-01-11
2644;20;F;52;СПб;PREMIUM;2025-02-28
2645;65;Unisex;56;Москва;ACTIVE;2025-02-11
2646;60;M;56;Казань;INACTIVE;2025-03-21
2647;62;F;40;Екатеринбург;ACTIVE;2025-03-20
2648;50;F;40;Москва;PREMIUM;2025-03-20
2649;23;M;56;Новосибирск;INACTIVE;2025-03-04
2650;62;M;44;Екатеринбург;INACTIVE;2025-01-21
2651;59;F;42;Казань;ACTIVE;2025-02-26
2652;65;M;42;СПб;ACTIVE;2025-01-22
2653;42;M;50;СПб;ACTIVE;2025-01-07
2654;46;Unisex;44;Казань;PREMIUM;2025-03-16
2655;43;Unisex;48;Казань;INACTIVE;2025-03-01
2656;60;F;52;Новосибирск;ACTIVE;2025-03-12
2657;23;F;46;Казань;PREMIUM;2025-03-04
2658;49;M;40;Москва;ACTIVE;2025-03-30
2659;63;F;52;Казань;ACTIVE;2025-02-10
2660;60;F;42;Нижний Новгород;ACTIVE;2025-01-04
2661;49;F;42;Челябинск;ACTIVE;2025-02-19
2662;23;M;48;Казань;ACTIVE;2025-01-13
2663;21;F;54;Нижний Новгород;ACTIVE;2025-02-11
2664;35;F;40;Новосибирск;ACTIVE;2025-03-23
2665;66;F;50;Нижний Новгород;ACTIVE;2025-04-03
2666;63;F;50;Екатеринбург;INACTIVE;2025-01-18
2667;55;Unisex;40;Челябинск;ACTIVE;2025-04-04
2668;26;M;50;Казань;PREMIUM;2025-03-22
2669;34;F;42;Нижний Новгород;ACTIVE;2025-01-05
2670;25;F;52;Новосибирск;ACTIVE;2025-01-26
2671;45;F;46;Москва;ACTIVE;2025-01-31
2672;67;F;54;Нижний Новгород;ACTIVE;2025-03-15
2673;59;F;50;Челябинск;ACTIVE;2025-01-11
2674;54;F;46;СПб;PREMIUM;2025-01-12
2675;18;F;40;Казань;INACTIVE;2025-02-03
2676;26;F;52;Казань;INACTIVE;2025-02-05
2677;64;F;52;Челябинск;PREMIUM;2025-04-02
2678;41;F;44;Новосибирск;INACTIVE;2025-02-12
2679;65;F;40;СПб;ACTIVE;2025-03-15
2680;59;F;42;Казань;INACTIVE;2025-03-15
2681;25;F;56;СПб;INACTIVE;2025-03-11
2682;63;F;40;Екатеринбург;INACTIVE;2025-03-30
2683;20;M;50;Челябинск;ACTIVE;2025-03-28
2684;57;F;44;Екатеринбург;ACTIVE;2025-03-03
2685;28;F;54;Челябинск;ACTIVE;2025-03-31
2686;59;F;48;Новосибирск;INACTIVE;2025-02-08
2687;18;F;50;Нижний Новгород;PREMIUM;2025-03-19
2688;52;F;44;СПб;ACTIVE;2025-03-10
2689;52;F;48;Нижний Новгород;PREMIUM;2025-02-12
2690;61;F;46;Казань;PREMIUM;2025-03-21
2691;67;M;42;Казань;ACTIVE;2025-03-04
2692;41;F;42;Новосибирск;PREMIUM;2025-01-31
2693;42;F;52;СПб;ACTIVE;2025-02-04
2694;54;M;40;Нижний Новгород;ACTIVE;2025-01-08
2695;38;F;44;Москва;INACTIVE;2025-02-24
2696;37;F;54;Новосибирск;ACTIVE;2025-04-01
2697;41;F;44;Нижний Новгород;ACTIVE;2025-04-09
2698;23;F;42;Екатеринбург;INACTIVE;2025-01-17
2699;28;Unisex;42;Челябинск;INACTIVE;2025-03-22
2700;63;M;50;Нижний Новгород;ACTIVE;2025-02-26
2701;22;Unisex;54;Екатеринбург;ACTIVE;2025-03-17
2702;66;F;52;Нижний Новгород;PREMIUM;2025-01-23
2703;32;F;42;СПб;ACTIVE;2025-03-18
2704;25;M;40;Москва;INACTIVE;2025-04-06
2705;46;Unisex;48;Новосибирск;PREMIUM;2025-01-08
2706;41;M;50;Челябинск;ACTIVE;2025-02-28
2707;32;M;40;Челябинск;INACTIVE;2025-02-12
2708;53;M;54;Новосибирск;INACTIVE;2025-03-09
2709;60;F;40;Новосибирск;PREMIUM;2025-02-09
2710;60;M;40;Челябинск;ACTIVE;2025-03-06
2711;21;F;40;Казань;INACTIVE;2025-01-03
2712;24;F;52;Москва;ACTIVE;2025-03-26
2713;20;F;56;Екатеринбург;ACTIVE;2025-03-28
2714;41;M;56;Екатеринбург;INACTIVE;2025-01-24
2715;45;Unisex;52;Екатеринбург;ACTIVE;2025-02-09
2716;38;Unisex;40;Екатеринбург;PREMIUM;2025-02-03
2717;62;Unisex;56;СПб;ACTIVE;2025-03-28
2718;35;M;56;Москва;ACTIVE;2025-03-09
2719;51;M;48;Нижний Новгород;PREMIUM;2025-02-25
2720;40;Unisex;42;Казань;ACTIVE;2025-03-02
2721;52;Unisex;56;Москва;PREMIUM;2025-01-23
2722;47;F;52;Москва;ACTIVE;2025-01-15
2723;59;M;48;Москва;ACTIVE;2025-03-05
2724;43;F;44;Новосибирск;ACTIVE;2025-01-10
2725;25;F;54;Москва;ACTIVE;2025-03-30
2726;19;F;40;Новосибирск;ACTIVE;2025-01-27
2727;64;F;56;Челябинск;INACTIVE;2025-01-05
2728;64;M;46;Новосибирск;ACTIVE;2025-04-06
2729;25;M;40;Челябинск;PREMIUM;2025-03-23
2730;59;F;40;Екатеринбург;INACTIVE;2025-01-11
2731;42;F;44;Челябинск;ACTIVE;2025-01-08
2732;61;F;50;СПб;ACTIVE;2025-01-23
2733;51;F;42;Москва;INACTIVE;2025-01-04
2734;36;M;44;Москва;ACTIVE;2025-01-03
2735;44;F;52;Москва;INACTIVE;2025-02-12
2736;32;F;42;Москва;INACTIVE;2025-01-17
2737;47;F;44;Москва;PREMIUM;2025-04-06
2738;53;M;54;Новосибирск;PREMIUM;2025-03-24
2739;28;F;46;СПб;ACTIVE;2025-01-25
2740;50;M;52;СПб;ACTIVE;2025-03-14
2741;64;Unisex;52;Екатеринбург;ACTIVE;2025-03-22
2742;52;F;46;Челябинск;ACTIVE;2025-01-05
2743;42;F;50;Нижний Новгород;PREMIUM;2025-02-26
2744;18;F;40;Казань;INACTIVE;2025-03-16
2745;49;M;54;Москва;ACTIVE;2025-01-08
2746;23;F;52;Москва;ACTIVE;2025-01-25
2747;45;F;54;Челябинск;PREMIUM;2025-03-04
2748;60;F;54;Екатеринбург;ACTIVE;2025-02-18
2749;38;F;44;Екатеринбург;PREMIUM;2025-03-26
2750;39;F;56;СПб;INACTIVE;2025-01-05
2751;68;F;42;Москва;PREMIUM;2025-01-15
2752;65;M;46;Новосибирск;ACTIVE;2025-01-04
2753;21;M;46;СПб;PREMIUM;2025-02-23
2754;54;F;46;СПб;ACTIVE;2025-02-26
2755;28;M;50;Нижний Новгород;ACTIVE;2025-02-11
2756;55;F;42;Новосибирск;INACTIVE;2025-01-26
2757;59;F;48;Москва;PREMIUM;2025-02-20
2758;24;F;42;Челябинск;INACTIVE;2025-01-29
2759;24;F;46;Новосибирск;INACTIVE;2025-02-04
2760;35;M;46;Челябинск;INACTIVE;2025-04-04
2761;43;Unisex;44;Казань;INACTIVE;2025-02-03
2762;57;F;46;Казань;ACTIVE;2025-01-19
2763;60;F;42;Екатеринбург;ACTIVE;2025-03-31
2764;57;M;56;Новосибирск;ACTIVE;2025-02-02
2765;43;M;42;Новосибирск;ACTIVE;2025-04-09
2766;68;F;56;СПб;PREMIUM;2025-03-16
2767;60;F;48;СПб;ACTIVE;2025-02-24
2768;36;Unisex;42;Москва;ACTIVE;2025-02-22
2769;39;F;42;Казань;ACTIVE;2025-03-31
2770;52;M;46;Казань;INACTIVE;2025-04-01
2771;48;F;42;Екатеринбург;ACTIVE;2025-03-26
2772;44;M;50;Нижний Новгород;PREMIUM;2025-01-11
2773;50;M;52;Екатеринбург;PREMIUM;2025-01-18
2774;31;F;54;Челябинск;INACTIVE;2025-01-07
2775;39;Unisex;46;Нижний Новгород;ACTIVE;2025-01-29
2776;52;Unisex;50;Новосибирск;PREMIUM;2025-01-15
2777;43;Unisex;52;СПб;ACTIVE;2025-03-26
2778;57;F;40;Нижний Новгород;INACTIVE;2025-03-21
2779;35;F;48;СПб;INACTIVE;2025-04-03
2780;55;M;54;Екатеринбург;ACTIVE;2025-01-18
2781;69;F;42;СПб;ACTIVE;2025-02-08
2782;44;M;48;СПб;PREMIUM;2025-03-09
2783;47;F;46;Новосибирск;ACTIVE;2025-01-23
2784;34;F;52;Новосибирск;ACTIVE;2025-03-12
2785;68;M;48;СПб;INACTIVE;2025-03-01
2786;44;Unisex;44;Новосибирск;ACTIVE;2025-02-07
2787;53;Unisex;54;Новосибирск;INACTIVE;2025-03-02
2788;20;Unisex;46;СПб;ACTIVE;2025-01-31
2789;26;F;44;Москва;ACTIVE;2025-04-02
2790;52;F;48;Нижний Новгород;ACTIVE;2025-02-01
2791;43;F;48;Екатеринбург;ACTIVE;2025-03-09
2792;20;F;52;Казань;ACTIVE;2025-03-11
2793;39;F;50;Нижний Новгород;ACTIVE;2025-01-17
2794;37;M;42;Москва;INACTIVE;2025-04-07
2795;39;M;48;Москва;ACTIVE;2025-01-08
2796;44;M;50;Казань;PREMIUM;2025-01-24
2797;30;M;40;Екатеринбург;ACTIVE;2025-03-29
2798;33;Unisex;52;Челябинск;ACTIVE;2025-03-28
2799;22;M;50;Нижний Новгород;PREMIUM;2025-03-20
2800;27;M;56;Новосибирск;ACTIVE;2025-02-14
2801;25;F;54;Казань;INACTIVE;2025-02-02
2802;46;M;56;Москва;ACTIVE;2025-04-05
2803;34;F;56;Новосибирск;PREMIUM;2025-01-14
2804;37;F;48;Нижний Новгород;INACTIVE;2025-01-04
2805;20;Unisex;44;Новосибирск;PREMIUM;2025-02-19
2806;21;M;46;Нижний Новгород;PREMIUM;2025-01-15
2807;23;F;42;Казань;ACTIVE;2025-01-14
2808;68;M;46;Казань;INACTIVE;2025-04-05
2809;38;F;54;Челябинск;ACTIVE;2025-04-08
2810;36;F;44;Новосибирск;ACTIVE;2025-03-23
2811;42;F;50;Москва;INACTIVE;2025-03-13
2812;45;F;54;Екатеринбург;INACTIVE;2025-04-04
2813;30;F;56;Москва;ACTIVE;2025-02-21
2814;53;M;54;Челябинск;ACTIVE;2025-01-07
2815;51;M;56;Казань;INACTIVE;2025-02-02
2816;20;Unisex;44;Москва;PREMIUM;2025-04-08
2817;50;M;50;Челябинск;ACTIVE;2025-01-04
2818;30;M;56;Екатеринбург;INACTIVE;2025-01-23
2819;51;F;46;Челябинск;INACTIVE;2025-03-27
2820;51;M;42;Челябинск;INACTIVE;2025-02-11
2821;25;F;54;Новосибирск;INACTIVE;2025-01-14
2822;38;F;40;Новосибирск;ACTIVE;2025-01-29
2823;55;F;46;Новосибирск;ACTIVE;2025-04-08
2824;24;F;50;Москва;ACTIVE;2025-03-19
2825;48;F;40;Казань;ACTIVE;2025-01-05
2826;61;M;56;Казань;ACTIVE;2025-01-10
2827;37;M;46;Новосибирск;PREMIUM;2025-01-15
2828;65;F;46;Екатеринбург;ACTIVE;2025-02-10
2829;67;M;50;Челябинск;ACTIVE;2025-02-16
2830;56;F;46;Новосибирск;ACTIVE;2025-03-02
2831;39;F;42;Казань;ACTIVE;2025-03-10
2832;56;F;42;Нижний Новгород;ACTIVE;2025-04-09
2833;68;F;44;Нижний Новгород;PREMIUM;2025-01-20
2834;50;F;46;Казань;INACTIVE;2025-02-03
2835;64;F;44;Челябинск;ACTIVE;2025-02-09
2836;31;Unisex;56;Москва;PREMIUM;2025-02-18
2837;21;F;56;Новосибирск;PREMIUM;2025-03-20
2838;56;M;50;Новосибирск;INACTIVE;2025-02-22
2839;27;Unisex;52;Новосибирск;ACTIVE;2025-04-02
2840;63;F;42;СПб;INACTIVE;2025-02-22
2841;45;F;52;Новосибирск;INACTIVE;2025-01-27
2842;42;M;56;Москва;PREMIUM;2025-02-24
2843;18;F;54;Нижний Новгород;ACTIVE;2025-04-04
2844;31;M;44;Челябинск;PREMIUM;2025-03-03
2845;60;F;42;Нижний Новгород;ACTIVE;2025-03-20
2846;53;M;50;Казань;ACTIVE;2025-04-08
2847;57;F;42;Челябинск;PREMIUM;2025-02-12
2848;53;M;40;СПб;INACTIVE;2025-04-04
2849;52;Unisex;48;Екатеринбург;ACTIVE;2025-02-02
2850;37;F;46;Нижний Новгород;ACTIVE;2025-02-14
2851;48;M;52;Челябинск;ACTIVE;2025-03-18
2852;47;F;50;Казань;ACTIVE;2025-01-12
2853;33;F;56;Екатеринбург;PREMIUM;2025-03-22
2854;66;F;44;Челябинск;ACTIVE;2025-02-04
2855;61;F;52;СПб;ACTIVE;2025-03-01
2856;28;F;40;Екатеринбург;ACTIVE;2025-02-24
2857;38;F;40;Челябинск;ACTIVE;2025-03-03
2858;20;F;48;Челябинск;INACTIVE;2025-03-01
2859;39;F;54;Челябинск;PREMIUM;2025-01-22
2860;55;F;50;Челябинск;ACTIVE;2025-03-19
2861;39;F;54;Челябинск;INACTIVE;2025-01-28
2862;62;F;54;Казань;ACTIVE;2025-03-10
2863;25;M;50;Казань;ACTIVE;2025-03-05
2864;46;M;44;Казань;PREMIUM;2025-02-01
2865;54;F;50;Москва;PREMIUM;2025-03-13
2866;58;F;48;Челябинск;ACTIVE;2025-02-21
2867;65;F;52;Казань;INACTIVE;2025-04-10
2868;47;M;42;Нижний Новгород;INACTIVE;2025-04-08
2869;68;M;46;Москва;ACTIVE;2025-03-27
2870;69;F;56;СПб;INACTIVE;2025-02-14
2871;67;F;44;СПб;ACTIVE;2025-01-08
2872;45;F;54;Новосибирск;ACTIVE;2025-02-25
2873;58;F;42;Москва;ACTIVE;2025-03-02
2874;34;F;42;Москва;ACTIVE;2025-02-23
2875;65;F;46;Екатеринбург;INACTIVE;2025-02-14
2876;62;Unisex;48;Челябинск;INACTIVE;2025-03-17
2877;26;F;42;Челябинск;ACTIVE;2025-04-07
2878;53;F;48;Челябинск;PREMIUM;2025-02-07
2879;61;M;44;Нижний Новгород;ACTIVE;2025-01-13
2880;63;M;44;Казань;ACTIVE;2025-04-01
2881;33;F;54;Новосибирск;INACTIVE;2025-01-27
2882;65;M;50;Нижний Новгород;INACTIVE;2025-01-06
2883;48;F;56;Челябинск;PREMIUM;2025-03-07
2884;45;M;48;Москва;PREMIUM;2025-02-22
2885;48;F;56;Нижний Новгород;PREMIUM;2025-01-24
2886;60;F;48;Казань;PREMIUM;2025-03-25
2887;50;F;42;Москва;INACTIVE;2025-03-21
2888;29;F;54;Нижний Новгород;ACTIVE;2025-01-24
2889;65;F;46;Нижний Новгород;PREMIUM;2025-02-05
2890;24;Unisex;44;Новосибирск;ACTIVE;2025-03-19
2891;23;F;56;Москва;INACTIVE;2025-03-21
2892;34;F;44;Москва;ACTIVE;2025-02-10
2893;35;F;48;Нижний Новгород;INACTIVE;2025-03-01
2894;38;Unisex;44;Челябинск;INACTIVE;2025-01-27
2895;49;M;44;Казань;INACTIVE;2025-01-04
2896;47;F;46;Челябинск;INACTIVE;2025-02-18
2897;54;F;50;Новосибирск;ACTIVE;2025-01-02
2898;50;F;54;Нижний Новгород;INACTIVE;2025-03-16
2899;18;F;48;Екатеринбург;PREMIUM;2025-04-04
2900;35;F;54;Нижний Новгород;INACTIVE;2025-02-27
2901;40;F;54;Екатеринбург;INACTIVE;2025-03-07
2902;65;Unisex;44;Казань;INACTIVE;2025-03-16
2903;34;F;40;Москва;PREMIUM;2025-04-10
2904;19;F;52;Нижний Новгород;ACTIVE;2025-02-23
2905;31;Unisex;56;Нижний Новгород;INACTIVE;2025-01-13
2906;47;M;56;Казань;ACTIVE;2025-03-24
2907;41;F;46;Екатеринбург;INACTIVE;2025-01-05
2908;55;F;56;СПб;ACTIVE;2025-02-24
2909;64;Unisex;44;Екатеринбург;INACTIVE;2025-03-16
2910;23;F;50;СПб;ACTIVE;2025-03-21
2911;69;F;42;Екатеринбург;ACTIVE;2025-02-06
2912;31;F;46;СПб;ACTIVE;2025-01-24
2913;25;F;42;Казань;INACTIVE;2025-01-03
2914;67;M;50;Нижний Новгород;PREMIUM;2025-02-02
2915;32;M;46;Казань;INACTIVE;2025-01-15
2916;37;F;52;Челябинск;ACTIVE;2025-03-03
2917;64;M;50;Екатеринбург;INACTIVE;2025-03-08
2918;63;F;44;Казань;PREMIUM;2025-04-05
2919;20;F;44;Екатеринбург;ACTIVE;2025-01-02
2920;56;M;52;Казань;INACTIVE;2025-02-23
2921;41;F;46;Москва;INACTIVE;2025-02-18
2922;28;M;50;Екатеринбург;INACTIVE;2025-02-13
2923;64;F;52;Казань;ACTIVE;2025-03-03
2924;30;F;44;СПб;ACTIVE;2025-04-04
2925;69;M;48;Екатеринбург;INACTIVE;2025-03-26
2926;32;F;48;Екатеринбург;ACTIVE;2025-01-10
2927;31;F;50;Новосибирск;PREMIUM;2025-01-30
2928;54;Unisex;56;Москва;ACTIVE;2025-03-05
2929;45;F;50;Казань;ACTIVE;2025-01-03
2930;53;M;54;Казань;PREMIUM;2025-03-27
2931;39;F;42;Казань;INACTIVE;2025-03-27
2932;66;F;42;Нижний Новгород;ACTIVE;2025-03-10
2933;49;F;46;Новосибирск;PREMIUM;2025-03-01
2934;32;F;42;Екатеринбург;ACTIVE;2025-01-11
2935;50;Unisex;52;Нижний Новгород;ACTIVE;2025-03-16
2936;55;F;50;Челябинск;INACTIVE;2025-03-29
2937;26;F;56;Новосибирск;ACTIVE;2025-02-28
2938;60;M;42;СПб;INACTIVE;2025-01-24
2939;27;F;46;Москва;ACTIVE;2025-01-21
2940;19;M;40;Челябинск;INACTIVE;2025-03-26
2941;58;F;48;СПб;ACTIVE;2025-01-04
2942;66;F;40;Новосибирск;ACTIVE;2025-02-05
2943;63;M;44;Челябинск;INACTIVE;2025-03-31
2944;45;F;48;СПб;ACTIVE;2025-02-08
2945;20;F;40;Екатеринбург;PREMIUM;2025-03-22
2946;45;M;46;Москва;INACTIVE;2025-01-28
2947;54;F;48;СПб;ACTIVE;2025-01-11
2948;30;F;48;Екатеринбург;INACTIVE;2025-02-11
2949;49;F;40;Екатеринбург;PREMIUM;2025-03-15
2950;32;M;50;Нижний Новгород;INACTIVE;2025-01-04
2951;22;F;52;Екатеринбург;ACTIVE;2025-03-03
