article_id;sku;product_type_name;colour_group_name;season;size;price;cost;margin;margin_percent
1235;ISU27339;Blouse;Brown;Summer;50;5211,0;2325,0;2886,0;55,4
1236;QJM65975;Skirt;Navy Blue;Spring;40;11089,0;6287,0;4802,0;43,3
1237;DIY36408;Blouse;Pink;Autumn;50;11225,0;5431,0;5794,0;51,6
1238;ECC94798;Blouse;Grey;Winter;46;5346,0;2589,0;2757,0;51,6
1239;TGX18740;Dress;Purple;Winter;48;12573,0;6145,0;6428,0;51,1
1240;PCW07689;Dress;Red;Summer;44;14379,0;6949,0;7430,0;51,7
1241;ISJ95124;Sweater;Grey;Winter;50;8455,0;3934,0;4521,0;53,5
1242;HFE88156;Skirt;Red;Winter;48;2461,0;1125,0;1336,0;54,3
1243;RFV83450;Sweater;Grey;Summer;48;2802,0;1615,0;1187,0;42,4
1244;ESX64854;Sweater;Beige;Spring;50;2350,0;1016,0;1334,0;56,8
1245;JQO10430;Coat;Grey;Autumn;46;4891,0;2134,0;2757,0;56,4
1246;CUH12632;Coat;Purple;Summer;54;9041,0;4650,0;4391,0;48,6
1247;YXG70890;Dress;Grey;Autumn;44;10011,0;4692,0;5319,0;53,1
1248;OWY53061;Trousers;Navy Blue;Autumn;42;1503,0;728,0;775,0;51,6
1249;MXG03237;Coat;Blue;Autumn;52;11813,0;6631,0;5182,0;43,9
1250;DOT96820;Jeans;Beige;Autumn;48;11299,0;6562,0;4737,0;41,9
1251;YXS70995;Sweater;Black;Autumn;46;9347,0;5217,0;4130,0;44,2
1252;PCO92005;Jacket;Yellow;Spring;46;13723,0;6134,0;7589,0;55,3
1253;QLH89007;Jeans;Brown;Summer;40;3150,0;1877,0;1273,0;40,4
1254;VNW67507;Skirt;Pink;Summer;48;13666,0;6459,0;7207,0;52,7
1255;SLL14893;Trousers;Grey;Spring;44;14151,0;6139,0;8012,0;56,6
1256;FLB25278;Dress;White;Winter;40;1826,0;913,0;913,0;50,0
1257;UOZ07801;Shirt;Red;Summer;40;6407,0;3492,0;2915,0;45,5
1258;EBJ62264;Shirt;Black;Winter;50;4495,0;1873,0;2622,0;58,3
1259;DBG54739;Trousers;White;Spring;44;13415,0;7068,0;6347,0;47,3
1260;FSY72652;Coat;Pink;Autumn;42;6730,0;3847,0;2883,0;42,8
1261;SNB97622;Dress;Black;Summer;46;5248,0;2374,0;2874,0;54,8
1262;DZF72381;Sweater;White;Spring;48;4079,0;2197,0;1882,0;46,1
1263;ZSQ41402;Skirt;Pink;Winter;40;9050,0;4344,0;4706,0;52,0
1264;JVC26483;Coat;Brown;Summer;42;10985,0;5304,0;5681,0;51,7
1265;BFE40353;Shirt;Navy Blue;Winter;48;8895,0;4058,0;4837,0;54,4
1266;APX99857;Jeans;Blue;Autumn;54;9270,0;4866,0;4404,0;47,5
1267;IVL47701;Jeans;Brown;Winter;40;4978,0;2351,0;2627,0;52,8
1268;KSR89455;Blouse;Green;Autumn;48;8582,0;4859,0;3723,0;43,4
1269;NEJ79107;Shirt;White;Spring;48;12212,0;7237,0;4975,0;40,7
1270;YCG53363;Shirt;Brown;Spring;52;14956,0;8779,0;6177,0;41,3
1271;RUV61532;Jeans;Beige;Summer;48;13256,0;5735,0;7521,0;56,7
1272;EML49482;Blouse;Brown;Spring;46;13597,0;5477,0;8120,0;59,7
1273;BYH63017;Sweater;Green;Summer;46;6536,0;3188,0;3348,0;51,2
1274;HWD61601;Sweater;Grey;Summer;50;1084,0;592,0;492,0;45,4
1275;BRW50707;Sweater;Grey;Winter;52;14010,0;8343,0;5667,0;40,4
1276;GGR83763;Jacket;Brown;Autumn;48;14051,0;7822,0;6229,0;44,3
1277;CLN23384;Coat;White;Winter;48;2695,0;1391,0;1304,0;48,4
1278;QWD37346;Coat;White;Spring;50;2395,0;971,0;1424,0;59,5
1279;MZQ10990;Coat;Grey;Summer;46;9664,0;5461,0;4203,0;43,5
1280;PVN75532;Blouse;Pink;Winter;48;6698,0;2917,0;3781,0;56,4
1281;VAS39009;Blouse;Yellow;Autumn;50;6275,0;2580,0;3695,0;58,9
1282;FNO54785;Sweater;Beige;Winter;52;12466,0;7107,0;5359,0;43,0
1283;BMN42822;Blouse;Black;Autumn;50;12769,0;6554,0;6215,0;48,7
1284;GTJ47127;Shirt;Red;Spring;40;5962,0;2538,0;3424,0;57,4
1285;WJJ59664;Skirt;Navy Blue;Summer;46;2081,0;993,0;1088,0;52,3
1286;KOV15745;Shirt;Black;Autumn;48;7542,0;3146,0;4396,0;58,3
1287;DGH30495;Coat;White;Winter;42;12930,0;6822,0;6108,0;47,2
1288;QUX80125;Skirt;Grey;Summer;48;10510,0;4798,0;5712,0;54,3
1289;YTD04691;Jeans;Navy Blue;Autumn;42;1280,0;734,0;546,0;42,7
1290;WXX34571;Blouse;Yellow;Autumn;44;4938,0;2329,0;2609,0;52,8
1291;XXP69073;Skirt;Red;Summer;48;575,0;287,0;288,0;50,1
1292;LKL82411;Skirt;Purple;Winter;44;10104,0;4170,0;5934,0;58,7
1293;TXY08536;Shirt;Pink;Autumn;52;4697,0;2138,0;2559,0;54,5
1294;JLN59023;Jeans;Navy Blue;Winter;50;14805,0;7926,0;6879,0;46,5
1295;OXP84331;Shirt;Red;Summer;48;9562,0;5233,0;4329,0;45,3
1296;DVT92556;Sweater;Black;Autumn;50;12965,0;5816,0;7149,0;55,1
1297;CHD24829;Coat;Beige;Autumn;46;6059,0;3034,0;3025,0;49,9
1298;ZTY61287;Jacket;Blue;Spring;40;9723,0;5479,0;4244,0;43,6
1299;AXY57080;Dress;Green;Winter;44;7183,0;3419,0;3764,0;52,4
1300;FYO75821;Shirt;Red;Winter;50;14041,0;5992,0;8049,0;57,3
1301;SVL42897;Dress;Blue;Autumn;42;4912,0;2389,0;2523,0;51,4
1302;DJC77352;Trousers;White;Autumn;52;4941,0;2570,0;2371,0;48,0
1303;QNU73949;Skirt;White;Winter;44;5572,0;2237,0;3335,0;59,9
1304;UIV68060;Jeans;Navy Blue;Winter;48;2418,0;1136,0;1282,0;53,0
1305;DJY62187;Shirt;Black;Summer;50;8392,0;4376,0;4016,0;47,9
1306;HFW98700;Jeans;White;Summer;52;2988,0;1764,0;1224,0;41,0
1307;OFE42356;Coat;Beige;Summer;52;7830,0;3772,0;4058,0;51,8
1308;MRE32247;Sweater;White;Spring;48;6253,0;2705,0;3548,0;56,7
1309;KJM01872;Jeans;Blue;Spring;48;9133,0;4629,0;4504,0;49,3
1310;ZIR14316;Jacket;Green;Winter;42;12356,0;5649,0;6707,0;54,3
1311;SUM84422;Dress;Brown;Autumn;42;2492,0;1104,0;1388,0;55,7
1312;NXU07233;Shirt;White;Summer;50;7937,0;4112,0;3825,0;48,2
1313;LKX27383;Dress;Green;Spring;46;14938,0;8711,0;6227,0;41,7
1314;KOE26963;Blouse;Navy Blue;Spring;48;1294,0;734,0;560,0;43,3
1315;PAS80797;Jeans;Purple;Winter;50;2028,0;885,0;1143,0;56,4
1316;ORN31158;Skirt;Grey;Spring;50;11263,0;6230,0;5033,0;44,7
1317;FUX32790;Dress;Black;Autumn;40;10998,0;4905,0;6093,0;55,4
1318;AYC34132;Dress;Blue;Spring;42;2228,0;1021,0;1207,0;54,2
1319;UGH17617;Dress;Beige;Autumn;46;10921,0;6378,0;4543,0;41,6
1320;HCB77408;Skirt;White;Autumn;42;2066,0;1203,0;863,0;41,8
1321;PDT71633;Sweater;Navy Blue;Summer;50;1065,0;462,0;603,0;56,6
1322;NAH22642;Dress;Grey;Spring;42;6941,0;2866,0;4075,0;58,7
1323;CZO49520;Dress;Grey;Summer;44;12991,0;5958,0;7033,0;54,1
1324;MKJ51293;Trousers;Red;Autumn;54;7181,0;3708,0;3473,0;48,4
1325;GJO63890;Trousers;Navy Blue;Summer;50;14810,0;8521,0;6289,0;42,5
1326;EWM21647;Dress;Black;Winter;42;13354,0;5659,0;7695,0;57,6
1327;OGT23313;Jacket;Beige;Autumn;52;8253,0;3986,0;4267,0;51,7
1328;OKA67753;Blouse;Pink;Winter;46;2267,0;1030,0;1237,0;54,6
1329;QIS58901;Sweater;Navy Blue;Spring;50;1495,0;602,0;893,0;59,7
1330;SJT17149;Dress;Grey;Autumn;50;2487,0;1387,0;1100,0;44,2
1331;BLE84753;Jeans;Red;Summer;50;4725,0;2659,0;2066,0;43,7
1332;HLH96563;Skirt;Red;Spring;42;14674,0;6519,0;8155,0;55,6
1333;QDN26752;Trousers;White;Autumn;42;12680,0;5456,0;7224,0;57,0
1334;MYY78158;Dress;Grey;Spring;50;5062,0;2171,0;2891,0;57,1
1335;AKD09316;Sweater;Navy Blue;Autumn;44;2276,0;1122,0;1154,0;50,7
1336;NIB41352;Jeans;Red;Summer;48;1523,0;684,0;839,0;55,1
1337;QYH88536;Dress;Pink;Spring;40;12408,0;6232,0;6176,0;49,8
1338;KGO60172;Blouse;Green;Spring;46;7410,0;3534,0;3876,0;52,3
1339;GCU57375;Skirt;Yellow;Spring;46;692,0;306,0;386,0;55,8
1340;HUW64179;Dress;Grey;Autumn;46;12385,0;6815,0;5570,0;45,0
1341;CUD18380;Jacket;White;Summer;48;4621,0;1987,0;2634,0;57,0
1342;NLR35153;Shirt;Grey;Winter;44;11441,0;6404,0;5037,0;44,0
1343;KMI55889;Trousers;Black;Spring;46;2930,0;1501,0;1429,0;48,8
1344;YVS85476;Skirt;Beige;Winter;40;9994,0;5661,0;4333,0;43,4
1345;OLJ03467;Skirt;Brown;Summer;44;2214,0;888,0;1326,0;59,9
1346;FOZ93170;Trousers;Black;Autumn;52;3697,0;2033,0;1664,0;45,0
1347;LNA30329;Coat;Purple;Summer;42;4283,0;1757,0;2526,0;59,0
1348;PAH40626;Shirt;Purple;Spring;48;3097,0;1827,0;1270,0;41,0
1349;ZVW99644;Trousers;Black;Winter;52;11571,0;6255,0;5316,0;45,9
1350;WTU00817;Skirt;Brown;Autumn;44;6033,0;2800,0;3233,0;53,6
1351;WDK80600;Coat;Black;Spring;42;9682,0;4492,0;5190,0;53,6
1352;OZF60883;Coat;Brown;Winter;54;11313,0;6474,0;4839,0;42,8
1353;SXP95948;Trousers;Beige;Spring;48;13899,0;8069,0;5830,0;41,9
1354;RBV57042;Shirt;Grey;Summer;52;9717,0;5619,0;4098,0;42,2
1355;FNE78023;Trousers;Green;Summer;46;10488,0;5892,0;4596,0;43,8
1356;IOS54107;Dress;Red;Autumn;42;6677,0;3765,0;2912,0;43,6
1357;EPZ77230;Blouse;Navy Blue;Winter;40;9821,0;5053,0;4768,0;48,5
1358;SGV69171;Dress;Purple;Summer;42;3301,0;1339,0;1962,0;59,4
1359;BSE13218;Trousers;White;Autumn;48;5984,0;2497,0;3487,0;58,3
1360;EHS24536;Jeans;Pink;Winter;52;10416,0;5520,0;4896,0;47,0
1361;LQV08352;Dress;Beige;Spring;44;12878,0;6184,0;6694,0;52,0
1362;SJV72658;Jacket;Navy Blue;Winter;50;6109,0;3137,0;2972,0;48,6
1363;UCU24016;Sweater;Navy Blue;Spring;40;8388,0;3743,0;4645,0;55,4
1364;EDP33507;Trousers;Yellow;Summer;54;6260,0;3317,0;2943,0;47,0
1365;QWA43619;Jeans;Black;Spring;42;5471,0;2454,0;3017,0;55,1
1366;HME08454;Sweater;Green;Spring;42;10863,0;5346,0;5517,0;50,8
1367;KVG33639;Coat;Brown;Spring;42;4594,0;2277,0;2317,0;50,4
1368;WTX54794;Trousers;Blue;Spring;48;11069,0;4821,0;6248,0;56,4
1369;ANX89919;Trousers;Black;Spring;52;3418,0;1966,0;1452,0;42,5
1370;TDI99378;Shirt;Blue;Winter;52;14305,0;7226,0;7079,0;49,5
1371;LEA18302;Jeans;Purple;Autumn;46;5054,0;2898,0;2156,0;42,7
1372;FCG68343;Jacket;Brown;Winter;42;13153,0;5952,0;7201,0;54,7
1373;MRS96877;Jeans;Yellow;Spring;42;10526,0;4573,0;5953,0;56,6
1374;CDT17887;Jacket;Black;Summer;44;3260,0;1316,0;1944,0;59,6
1375;LKB47526;Dress;Yellow;Spring;44;4839,0;2026,0;2813,0;58,1
1376;TJI86796;Dress;Red;Winter;46;12803,0;5499,0;7304,0;57,0
1377;DEF43642;Shirt;Grey;Summer;50;14144,0;5881,0;8263,0;58,4
1378;KVA94168;Shirt;Pink;Summer;40;12174,0;7053,0;5121,0;42,1
1379;MCR18803;Dress;Pink;Winter;42;790,0;460,0;330,0;41,8
1380;OJL49473;Sweater;Yellow;Summer;46;11360,0;6674,0;4686,0;41,2
1381;GQP84343;Coat;Purple;Summer;44;11366,0;6728,0;4638,0;40,8
1382;NJU95361;Coat;Beige;Spring;48;7528,0;3752,0;3776,0;50,2
1383;IYP18740;Blouse;Brown;Autumn;42;14525,0;7350,0;7175,0;49,4
1384;HDM38623;Dress;Yellow;Spring;48;13520,0;5762,0;7758,0;57,4
1385;HVO13036;Sweater;Yellow;Summer;48;10370,0;4432,0;5938,0;57,3
1386;PJA72007;Shirt;Brown;Spring;52;1280,0;710,0;570,0;44,5
1387;QLH96288;Coat;Yellow;Summer;48;6122,0;3497,0;2625,0;42,9
1388;TNL03196;Shirt;Red;Autumn;46;11058,0;6159,0;4899,0;44,3
1389;WJZ09740;Sweater;Blue;Summer;44;11661,0;6611,0;5050,0;43,3
1390;YGQ88411;Trousers;Pink;Spring;54;14083,0;6412,0;7671,0;54,5
1391;GHN82734;Shirt;Yellow;Winter;44;2231,0;1100,0;1131,0;50,7
1392;TLT72669;Skirt;Red;Winter;44;9161,0;4506,0;4655,0;50,8
1393;RHK04125;Skirt;Green;Autumn;48;3501,0;2097,0;1404,0;40,1
1394;ZIF03027;Coat;Purple;Autumn;56;12789,0;7543,0;5246,0;41,0
1395;VPQ33903;Blouse;Grey;Spring;48;2900,0;1507,0;1393,0;48,0
1396;JLM72662;Jeans;Pink;Spring;42;9712,0;4153,0;5559,0;57,2
1397;AWZ65329;Jacket;Beige;Autumn;50;11346,0;5125,0;6221,0;54,8
1398;JHI60613;Sweater;Red;Autumn;50;13965,0;6602,0;7363,0;52,7
1399;LZA95429;Coat;Yellow;Summer;48;10929,0;6280,0;4649,0;42,5
1400;DPW02951;Coat;Beige;Summer;44;4254,0;1847,0;2407,0;56,6
1401;EUT44745;Dress;Red;Spring;46;2259,0;1003,0;1256,0;55,6
1402;IJC89735;Coat;White;Summer;50;9208,0;4327,0;4881,0;53,0
1403;KWM48491;Skirt;White;Spring;44;13526,0;7918,0;5608,0;41,5
1404;HNI41936;Trousers;Brown;Summer;50;2261,0;1132,0;1129,0;49,9
1405;ZKQ61695;Sweater;Purple;Autumn;40;5262,0;2786,0;2476,0;47,1
1406;TYI25403;Jeans;Brown;Autumn;46;6414,0;3062,0;3352,0;52,3
1407;TWR58813;Jacket;Green;Winter;54;11056,0;4839,0;6217,0;56,2
1408;WEY93282;Sweater;Brown;Winter;48;11729,0;5214,0;6515,0;55,5
1409;LGP97951;Skirt;Pink;Spring;46;11374,0;6376,0;4998,0;43,9
1410;PIX14900;Trousers;Blue;Winter;52;1511,0;874,0;637,0;42,2
1411;RWZ80427;Coat;Brown;Summer;52;4674,0;2331,0;2343,0;50,1
1412;DUQ50472;Skirt;Pink;Winter;42;13006,0;6131,0;6875,0;52,9
1413;KVT37564;Coat;Pink;Spring;46;1094,0;614,0;480,0;43,9
1414;DDG87114;Trousers;Red;Summer;54;1415,0;756,0;659,0;46,6
1415;IXU20608;Sweater;Pink;Spring;40;5390,0;2200,0;3190,0;59,2
1416;MGG24765;Coat;Purple;Summer;56;7511,0;3531,0;3980,0;53,0
1417;PTD22332;Jeans;Yellow;Winter;42;7124,0;3822,0;3302,0;46,4
1418;YEQ44276;Jeans;Brown;Summer;40;11647,0;5995,0;5652,0;48,5
1419;DHJ60235;Coat;Blue;Winter;52;1029,0;613,0;416,0;40,4
1420;GST94613;Coat;Grey;Winter;42;2211,0;1267,0;944,0;42,7
1421;EWI38415;Jacket;Black;Spring;42;4138,0;1705,0;2433,0;58,8
1422;EXA93322;Shirt;White;Spring;50;7012,0;3823,0;3189,0;45,5
1423;UUQ34998;Trousers;Navy Blue;Winter;48;5320,0;2486,0;2834,0;53,3
1424;VUN22630;Jacket;Blue;Spring;44;1943,0;1042,0;901,0;46,4
1425;IBO57890;Trousers;Blue;Spring;52;14566,0;7624,0;6942,0;47,7
1426;OGG76626;Sweater;Brown;Autumn;42;8000,0;4005,0;3995,0;49,9
1427;LBP50180;Jacket;Brown;Autumn;44;4706,0;2685,0;2021,0;42,9
1428;XNB25545;Skirt;Yellow;Winter;42;2962,0;1605,0;1357,0;45,8
1429;UIQ11015;Jacket;White;Spring;54;2143,0;1238,0;905,0;42,2
1430;FMO58187;Jacket;Pink;Spring;44;2887,0;1317,0;1570,0;54,4
1431;FUP40764;Blouse;Purple;Summer;42;12855,0;6037,0;6818,0;53,0
1432;ENN92822;Trousers;Yellow;Summer;48;732,0;384,0;348,0;47,5
1433;OIL99439;Jacket;White;Autumn;48;9247,0;5486,0;3761,0;40,7
1434;MEB43946;Coat;Navy Blue;Winter;56;14022,0;6651,0;7371,0;52,6
1435;OEU72535;Coat;Yellow;Spring;56;8935,0;3632,0;5303,0;59,4
1436;CHP51177;Jacket;Purple;Summer;46;8291,0;4056,0;4235,0;51,1
1437;WPE99677;Jeans;White;Autumn;42;2404,0;1223,0;1181,0;49,1
1438;HYM83133;Sweater;Navy Blue;Winter;44;13678,0;7662,0;6016,0;44,0
1439;TLL34749;Shirt;Black;Winter;44;11469,0;6259,0;5210,0;45,4
1440;JUZ70727;Jacket;Green;Winter;48;14935,0;8855,0;6080,0;40,7
1441;HJI73512;Dress;Navy Blue;Spring;44;14777,0;8224,0;6553,0;44,3
1442;NWC23474;Shirt;Green;Summer;40;12660,0;5820,0;6840,0;54,0
1443;ZBR69426;Jacket;Black;Winter;40;4876,0;2576,0;2300,0;47,2
1444;JCQ23911;Jacket;Pink;Winter;54;13742,0;7344,0;6398,0;46,6
1445;TIU41121;Blouse;White;Spring;42;2439,0;1462,0;977,0;40,1
1446;CGO72520;Skirt;Black;Autumn;40;4496,0;1923,0;2573,0;57,2
1447;UBU73894;Sweater;Red;Summer;44;13893,0;6089,0;7804,0;56,2
1448;WEM43672;Jeans;Green;Spring;44;3916,0;1688,0;2228,0;56,9
1449;TAD43405;Skirt;Yellow;Summer;46;4600,0;2382,0;2218,0;48,2
1450;XNA40577;Trousers;Blue;Spring;52;1181,0;504,0;677,0;57,3
1451;MOQ75975;Trousers;Red;Spring;48;12127,0;6442,0;5685,0;46,9
1452;UWC96977;Jacket;Red;Summer;52;3120,0;1750,0;1370,0;43,9
1453;LHL87606;Jeans;Beige;Summer;46;5230,0;2545,0;2685,0;51,3
1454;INS84050;Jeans;White;Autumn;46;2433,0;1246,0;1187,0;48,8
1455;VAF42263;Shirt;Brown;Spring;52;4849,0;2825,0;2024,0;41,7
1456;LRU53881;Dress;Purple;Winter;44;6300,0;3238,0;3062,0;48,6
1457;UFE06875;Skirt;Black;Summer;50;2700,0;1193,0;1507,0;55,8
1458;YII22342;Coat;Black;Autumn;42;6580,0;3084,0;3496,0;53,1
1459;YFJ18483;Shirt;White;Spring;52;7817,0;3955,0;3862,0;49,4
1460;LTT34323;Sweater;Purple;Summer;52;5005,0;2157,0;2848,0;56,9
1461;VCE97171;Sweater;Brown;Winter;40;7270,0;3799,0;3471,0;47,7
1462;MPT31973;Shirt;Yellow;Summer;46;14114,0;8466,0;5648,0;40,0
1463;GCL08483;Blouse;Pink;Summer;40;10609,0;5628,0;4981,0;47,0
1464;YVL83906;Trousers;Black;Winter;52;7468,0;3543,0;3925,0;52,6
1465;KMY26312;Jacket;Yellow;Autumn;42;6549,0;3054,0;3495,0;53,4
1466;ODE67088;Coat;Blue;Autumn;54;2797,0;1640,0;1157,0;41,4
1467;RJK11997;Jacket;Black;Summer;48;6325,0;3632,0;2693,0;42,6
1468;VEW11436;Blouse;White;Summer;50;4921,0;2433,0;2488,0;50,6
1469;XGI73808;Shirt;Blue;Autumn;48;4819,0;2268,0;2551,0;52,9
1470;XBJ55108;Coat;Green;Winter;46;638,0;346,0;292,0;45,8
1471;CZC49851;Trousers;Grey;Summer;54;12398,0;5739,0;6659,0;53,7
1472;PQI49163;Jeans;Green;Summer;42;3098,0;1313,0;1785,0;57,6
1473;PSM78121;Skirt;Red;Spring;40;5602,0;2588,0;3014,0;53,8
1474;YFC04812;Dress;Green;Summer;48;4586,0;2233,0;2353,0;51,3
1475;ERI96558;Dress;Green;Summer;40;817,0;369,0;448,0;54,8
1476;TDK65909;Shirt;Pink;Autumn;52;9286,0;4117,0;5169,0;55,7
1477;KBF11071;Blouse;Black;Spring;50;11861,0;4759,0;7102,0;59,9
1478;IOM36854;Sweater;Purple;Spring;46;13453,0;7079,0;6374,0;47,4
1479;FQO12793;Skirt;Grey;Summer;44;13679,0;7153,0;6526,0;47,7
1480;XGU45663;Jacket;Navy Blue;Summer;52;14208,0;6217,0;7991,0;56,2
1481;NBJ69124;Shirt;Pink;Spring;46;7066,0;4160,0;2906,0;41,1
1482;COH83490;Jacket;White;Autumn;50;2571,0;1239,0;1332,0;51,8
1483;WNK99182;Jeans;Black;Spring;48;4546,0;1842,0;2704,0;59,5
1484;ATJ61858;Blouse;Red;Spring;44;12399,0;5505,0;6894,0;55,6
1485;JFY53116;Jeans;Pink;Spring;52;6874,0;3701,0;3173,0;46,2
1486;QVT19682;Shirt;White;Spring;52;5089,0;2241,0;2848,0;56,0
1487;YYH99841;Coat;Green;Spring;42;6197,0;2546,0;3651,0;58,9
1488;YAG53969;Coat;White;Autumn;46;12016,0;6291,0;5725,0;47,6
1489;BKD87892;Sweater;Brown;Summer;44;1824,0;919,0;905,0;49,6
1490;UQK18092;Shirt;Purple;Autumn;42;11929,0;6588,0;5341,0;44,8
1491;XDT91467;Shirt;Green;Autumn;42;11356,0;6297,0;5059,0;44,5
1492;ADI16462;Jacket;Grey;Spring;52;14360,0;8501,0;5859,0;40,8
1493;DTL09932;Shirt;Blue;Summer;40;1906,0;784,0;1122,0;58,9
1494;ZJX14586;Jacket;Blue;Winter;48;1337,0;545,0;792,0;59,2
1495;UTF19653;Jeans;Navy Blue;Summer;48;4439,0;2652,0;1787,0;40,3
1496;WRV94682;Trousers;Red;Winter;42;1813,0;959,0;854,0;47,1
1497;SHG54890;Dress;Purple;Autumn;40;12852,0;6980,0;5872,0;45,7
1498;CUG45617;Dress;Yellow;Spring;46;5531,0;2319,0;3212,0;58,1
1499;SOV35936;Sweater;Red;Summer;44;5370,0;2223,0;3147,0;58,6
1500;PUY51736;Blouse;Blue;Spring;48;5401,0;2334,0;3067,0;56,8
1501;XKK73785;Dress;Brown;Autumn;44;11384,0;5526,0;5858,0;51,5
1502;NYV67605;Coat;White;Winter;52;7911,0;3339,0;4572,0;57,8
1503;AYC98782;Trousers;Black;Spring;42;9988,0;4887,0;5101,0;51,1
1504;VIZ24049;Sweater;White;Autumn;46;8955,0;4588,0;4367,0;48,8
1505;GUF75343;Trousers;Purple;Autumn;40;2405,0;962,0;1443,0;60,0
1506;VVW36782;Jeans;Red;Autumn;42;4038,0;1707,0;2331,0;57,7
1507;VCS63413;Jacket;Blue;Autumn;46;7952,0;3778,0;4174,0;52,5
1508;GSJ88793;Jeans;White;Autumn;50;13391,0;5499,0;7892,0;58,9
1509;CPX75753;Skirt;Blue;Spring;50;4368,0;1864,0;2504,0;57,3
1510;SFC58427;Coat;Navy Blue;Spring;42;1215,0;542,0;673,0;55,4
1511;NKX19882;Coat;Yellow;Summer;50;5077,0;2467,0;2610,0;51,4
1512;OCZ40562;Trousers;Yellow;Winter;52;599,0;325,0;274,0;45,7
1513;MVZ22620;Trousers;Yellow;Summer;40;11801,0;5034,0;6767,0;57,3
1514;GAP84554;Shirt;Beige;Autumn;44;6374,0;3490,0;2884,0;45,2
1515;WPQ89779;Coat;White;Summer;44;7693,0;4393,0;3300,0;42,9
1516;UGJ99339;Skirt;Red;Summer;42;14804,0;7850,0;6954,0;47,0
1517;DWZ25197;Skirt;White;Winter;44;12735,0;5205,0;7530,0;59,1
1518;NMI86776;Blouse;Brown;Autumn;44;2440,0;1191,0;1249,0;51,2
1519;OZM50644;Dress;Navy Blue;Summer;46;9493,0;5050,0;4443,0;46,8
1520;YEO50381;Coat;Blue;Summer;46;10873,0;6477,0;4396,0;40,4
1521;RBS59774;Jacket;Beige;Autumn;48;10975,0;6479,0;4496,0;41,0
1522;SYZ24563;Blouse;Pink;Winter;44;2520,0;1207,0;1313,0;52,1
1523;OWY15630;Blouse;Beige;Spring;50;12102,0;6332,0;5770,0;47,7
1524;PSJ19657;Blouse;Yellow;Spring;48;4369,0;2526,0;1843,0;42,2
1525;TGP71164;Shirt;Purple;Summer;40;11326,0;6413,0;4913,0;43,4
1526;DCY59346;Shirt;Red;Spring;40;5036,0;2497,0;2539,0;50,4
1527;DIC37841;Trousers;Blue;Summer;46;642,0;290,0;352,0;54,8
1528;KFZ63750;Skirt;Grey;Autumn;44;4909,0;2098,0;2811,0;57,3
1529;PZB31950;Sweater;Grey;Autumn;48;13691,0;6813,0;6878,0;50,2
1530;KAX58916;Jeans;Yellow;Spring;54;2014,0;1097,0;917,0;45,5
1531;EFI89558;Dress;Pink;Winter;48;6253,0;3714,0;2539,0;40,6
1532;SWE18005;Blouse;Green;Summer;44;7379,0;4223,0;3156,0;42,8
1533;YYU32315;Coat;Brown;Summer;48;3025,0;1334,0;1691,0;55,9
1534;XMP99995;Trousers;Purple;Spring;52;6947,0;3779,0;3168,0;45,6
1535;KLD53328;Trousers;Blue;Spring;42;13980,0;6400,0;7580,0;54,2
1536;EKJ99897;Trousers;Yellow;Autumn;52;6969,0;3740,0;3229,0;46,3
1537;VCN63555;Dress;Pink;Spring;44;7099,0;3785,0;3314,0;46,7
1538;KOF34194;Skirt;Pink;Winter;40;4876,0;2216,0;2660,0;54,6
1539;LCA15639;Dress;Green;Spring;46;12598,0;5630,0;6968,0;55,3
1540;UUS50935;Dress;Green;Autumn;42;7146,0;3007,0;4139,0;57,9
1541;XOQ75031;Skirt;Green;Summer;44;1736,0;712,0;1024,0;59,0
1542;ZBV87513;Trousers;Pink;Summer;44;3695,0;2112,0;1583,0;42,8
1543;SXC98702;Trousers;Beige;Winter;44;13218,0;5419,0;7799,0;59,0
1544;FQA92690;Jacket;Green;Autumn;48;9919,0;4144,0;5775,0;58,2
1545;GVV99838;Shirt;Purple;Summer;42;9578,0;4289,0;5289,0;55,2
1546;BDG68458;Coat;Green;Autumn;52;2467,0;1425,0;1042,0;42,2
1547;QFW72644;Jacket;White;Spring;52;14173,0;6613,0;7560,0;53,3
1548;HXV46636;Blouse;Pink;Spring;42;11171,0;4897,0;6274,0;56,2
1549;LRF61941;Blouse;Red;Winter;48;6833,0;3711,0;3122,0;45,7
1550;IYG69352;Shirt;Pink;Summer;44;9986,0;4632,0;5354,0;53,6
1551;OCD88954;Dress;Pink;Summer;42;12627,0;5893,0;6734,0;53,3
1552;DZM12817;Shirt;White;Autumn;40;12417,0;6802,0;5615,0;45,2
1553;UGP41509;Blouse;Yellow;Autumn;40;8318,0;3746,0;4572,0;55,0
1554;TEF35939;Jeans;Blue;Autumn;52;11401,0;6605,0;4796,0;42,1
1555;XJF63120;Blouse;Yellow;Spring;42;1907,0;977,0;930,0;48,8
1556;EFR48025;Jacket;White;Winter;50;12946,0;6571,0;6375,0;49,2
1557;ODZ06456;Trousers;Pink;Spring;40;5019,0;2273,0;2746,0;54,7
1558;EYJ11235;Skirt;Red;Summer;48;13751,0;7797,0;5954,0;43,3
1559;VTD26506;Jacket;Pink;Autumn;46;10102,0;5198,0;4904,0;48,5
1560;XYQ26476;Sweater;Purple;Winter;40;5474,0;2360,0;3114,0;56,9
