;customer_id;ltv;orders;total_margin;favorite_size;segment
978;1109;12545,0;1;5319,0;48;New (1 заказ)
979;1110;12573,0;1;6428,0;48;New (1 заказ)
980;1112;5130,0;1;2848,0;44;New (1 заказ)
981;1113;13490,0;1;6748,0;40;New (1 заказ)
982;1115;7616,0;2;3994,0;46;Regular (2 заказа)
983;1116;6937,0;1;3703,0;40;New (1 заказ)
984;1117;10044,0;1;5572,0;42;New (1 заказ)
985;1118;10260,0;1;4747,0;42;New (1 заказ)
986;1119;39627,0;4;19255,0;40;Loyal (3-4 заказа)
987;1120;41634,0;4;20058,0;44;Loyal (3-4 заказа)
988;1121;19244,0;2;9104,0;42;Regular (2 заказа)
989;1122;17357,0;2;9919,0;50;Regular (2 заказа)
990;1123;11601,0;2;6476,0;40;Regular (2 заказа)
991;1124;5077,0;1;2610,0;50;New (1 заказ)
992;1125;28686,0;4;14491,0;40;Loyal (3-4 заказа)
993;1126;15092,0;3;6964,0;42;Loyal (3-4 заказа)
994;1127;14904,0;1;8263,0;50;New (1 заказ)
995;1128;949,0;1;505,0;48;New (1 заказ)
996;1129;23028,0;3;11988,0;50;Loyal (3-4 заказа)
997;1130;38928,0;4;18245,0;40;Loyal (3-4 заказа)
998;1131;7556,0;2;3495,0;40;Regular (2 заказа)
999;1132;34530,0;4;17362,0;42;Loyal (3-4 заказа)
1000;1133;503,0;1;255,0;48;New (1 заказ)
1001;1134;19067,0;2;9055,0;46;Regular (2 заказа)
1002;1135;13189,0;2;5748,0;40;Regular (2 заказа)
1003;1136;21450,0;2;9952,0;40;Regular (2 заказа)
1004;1137;30830,0;3;15938,0;40;Loyal (3-4 заказа)
1005;1138;13264,0;1;7468,0;50;New (1 заказ)
1006;1139;2914,0;1;1618,0;54;New (1 заказ)
1007;1140;23403,0;3;10555,0;42;Loyal (3-4 заказа)
1008;1141;27461,0;2;13819,0;40;Regular (2 заказа)
1009;1142;9356,0;1;5557,0;44;New (1 заказ)
1010;1143;8897,0;1;4629,0;40;New (1 заказ)
1011;1144;29949,0;4;14845,0;42;Loyal (3-4 заказа)
1012;1146;7515,0;2;3344,0;40;Regular (2 заказа)
1013;1147;36451,0;4;18568,0;44;Loyal (3-4 заказа)
1014;1148;10081,0;3;4792,0;44;Loyal (3-4 заказа)
1015;1149;15810,0;2;8316,0;46;Regular (2 заказа)
1016;1150;33074,0;4;17303,0;46;Loyal (3-4 заказа)
1017;1151;26717,0;3;14021,0;40;Loyal (3-4 заказа)
1018;1152;8666,0;1;4357,0;42;New (1 заказ)
1019;1153;7240,0;1;4272,0;48;New (1 заказ)
1020;1155;13939,0;2;7181,0;40;Regular (2 заказа)
1021;1157;4068,0;1;1898,0;52;New (1 заказ)
1022;1159;34767,0;3;16646,0;42;Loyal (3-4 заказа)
1023;1160;40118,0;3;21816,0;46;Loyal (3-4 заказа)
1024;1161;13994,0;3;7278,0;50;Loyal (3-4 заказа)
1025;1163;14134,0;2;6801,0;42;Regular (2 заказа)
1026;1164;10480,0;2;5102,0;44;Regular (2 заказа)
1027;1165;7086,0;1;3132,0;42;New (1 заказ)
1028;1166;13664,0;2;7836,0;44;Regular (2 заказа)
1029;1167;8280,0;1;3790,0;42;New (1 заказ)
1030;1168;18741,0;4;9329,0;50;Loyal (3-4 заказа)
1031;1169;4056,0;1;2078,0;50;New (1 заказ)
1032;1170;23468,0;2;13554,0;50;Regular (2 заказа)
1033;1171;21908,0;4;10392,0;42;Loyal (3-4 заказа)
1034;1172;13800,0;2;7516,0;42;Regular (2 заказа)
1035;1174;4578,0;1;2493,0;44;New (1 заказ)
1036;1175;5567,0;1;3240,0;46;New (1 заказ)
1037;1176;14195,0;2;5922,0;48;Regular (2 заказа)
1038;1177;5622,0;3;2937,0;42;Loyal (3-4 заказа)
1039;1178;32270,0;4;17656,0;50;Loyal (3-4 заказа)
1040;1179;11971,0;2;5166,0;48;Regular (2 заказа)
1041;1180;17208,0;2;9126,0;46;Regular (2 заказа)
1042;1181;15344,0;2;7512,0;48;Regular (2 заказа)
1043;1182;29345,0;4;14925,0;48;Loyal (3-4 заказа)
1044;1183;7416,0;1;4175,0;52;New (1 заказ)
1045;1184;25662,0;3;12938,0;42;Loyal (3-4 заказа)
1046;1187;30853,0;3;16930,0;40;Loyal (3-4 заказа)
1047;1188;10574,0;2;5201,0;46;Regular (2 заказа)
1048;1189;4977,0;1;2876,0;52;New (1 заказ)
1049;1191;19083,0;2;9667,0;46;Regular (2 заказа)
1050;1192;35819,0;3;17556,0;40;Loyal (3-4 заказа)
1051;1193;19720,0;4;8590,0;40;Loyal (3-4 заказа)
1052;1194;14679,0;2;6054,0;46;Regular (2 заказа)
1053;1195;45293,0;5;23155,0;48;VIP (5+ заказов)
1054;1196;14744,0;2;6706,0;40;Regular (2 заказа)
1055;1198;30310,0;4;14365,0;40;Loyal (3-4 заказа)
1056;1199;5068,0;1;3004,0;40;New (1 заказ)
1057;1201;13941,0;3;6970,0;40;Loyal (3-4 заказа)
1058;1203;14555,0;2;7849,0;42;Regular (2 заказа)
1059;1205;6669,0;1;2972,0;42;New (1 заказ)
1060;1206;33559,0;3;15641,0;40;Loyal (3-4 заказа)
1061;1207;6968,0;1;3197,0;50;New (1 заказ)
1062;1208;6958,0;1;2830,0;46;New (1 заказ)
1063;1209;10469,0;2;5138,0;42;Regular (2 заказа)
1064;1210;3320,0;2;1711,0;40;Regular (2 заказа)
1065;1211;698,0;1;329,0;46;New (1 заказ)
1066;1213;6080,0;2;2651,0;46;Regular (2 заказа)
1067;1214;2263,0;1;1273,0;44;New (1 заказ)
1068;1215;13488,0;2;7159,0;40;Regular (2 заказа)
1069;1217;14627,0;1;6816,0;44;New (1 заказ)
1070;1218;21518,0;2;11466,0;40;Regular (2 заказа)
1071;1219;34398,0;3;18128,0;40;Loyal (3-4 заказа)
1072;1220;25080,0;4;13019,0;48;Loyal (3-4 заказа)
1073;1221;26593,0;3;11273,0;40;Loyal (3-4 заказа)
1074;1222;16227,0;2;8803,0;46;Regular (2 заказа)
1075;1225;13957,0;1;6335,0;40;New (1 заказ)
1076;1226;12221,0;2;6375,0;42;Regular (2 заказа)
1077;1227;17582,0;2;10236,0;40;Regular (2 заказа)
1078;1228;29305,0;3;13700,0;40;Loyal (3-4 заказа)
1079;1230;3497,0;1;1806,0;56;New (1 заказ)
1080;1231;14852,0;2;6123,0;44;Regular (2 заказа)
1081;1233;41018,0;5;21655,0;40;VIP (5+ заказов)
1082;1234;27920,0;3;13360,0;42;Loyal (3-4 заказа)
1083;1237;10469,0;1;5781,0;40;New (1 заказ)
1084;1239;13497,0;3;7105,0;52;Loyal (3-4 заказа)
1085;1240;11292,0;1;5935,0;52;New (1 заказ)
1086;1241;11984,0;2;6051,0;48;Regular (2 заказа)
1087;1242;11979,0;2;5609,0;44;Regular (2 заказа)
1088;1243;23228,0;2;11492,0;48;Regular (2 заказа)
1089;1244;22015,0;3;10166,0;42;Loyal (3-4 заказа)
1090;1245;38491,0;6;19039,0;40;VIP (5+ заказов)
1091;1246;37904,0;4;19232,0;42;Loyal (3-4 заказа)
1092;1247;17274,0;2;9100,0;48;Regular (2 заказа)
1093;1248;10446,0;2;4992,0;40;Regular (2 заказа)
1094;1249;40119,0;5;17892,0;42;VIP (5+ заказов)
1095;1250;7832,0;2;3390,0;40;Regular (2 заказа)
1096;1251;29394,0;3;16966,0;40;Loyal (3-4 заказа)
1097;1252;28155,0;4;14030,0;42;Loyal (3-4 заказа)
1098;1253;15789,0;2;7311,0;46;Regular (2 заказа)
1099;1254;4261,0;2;1980,0;46;Regular (2 заказа)
1100;1255;11414,0;2;6568,0;44;Regular (2 заказа)
1101;1256;13093,0;2;7215,0;44;Regular (2 заказа)
1102;1257;23259,0;3;12268,0;48;Loyal (3-4 заказа)
1103;1258;5436,0;1;2265,0;54;New (1 заказ)
1104;1259;16956,0;3;8562,0;40;Loyal (3-4 заказа)
1105;1260;16056,0;4;8248,0;48;Loyal (3-4 заказа)
1106;1261;1648,0;1;689,0;50;New (1 заказ)
1107;1262;13279,0;2;7830,0;42;Regular (2 заказа)
1108;1263;11069,0;1;6248,0;48;New (1 заказ)
1109;1264;13581,0;1;7036,0;44;New (1 заказ)
1110;1266;12170,0;1;7131,0;48;New (1 заказ)
1111;1267;27416,0;3;13440,0;46;Loyal (3-4 заказа)
1112;1268;15070,0;2;7720,0;44;Regular (2 заказа)
1113;1269;29265,0;3;16655,0;46;Loyal (3-4 заказа)
1114;1270;19782,0;2;9682,0;52;Regular (2 заказа)
1115;1271;18690,0;3;9161,0;42;Loyal (3-4 заказа)
1116;1272;1585,0;1;805,0;42;New (1 заказ)
1117;1273;24393,0;2;13980,0;42;Regular (2 заказа)
1118;1274;25296,0;3;13852,0;40;Loyal (3-4 заказа)
1119;1275;7296,0;2;3634,0;40;Regular (2 заказа)
1120;1276;6367,0;1;3335,0;46;New (1 заказ)
1121;1277;13750,0;2;6757,0;46;Regular (2 заказа)
1122;1278;13923,0;2;7275,0;42;Regular (2 заказа)
1123;1279;14892,0;2;7466,0;40;Regular (2 заказа)
1124;1280;71221,0;9;36733,0;46;VIP (5+ заказов)
1125;1281;49017,0;5;24835,0;46;VIP (5+ заказов)
1126;1282;14315,0;1;8011,0;46;New (1 заказ)
1127;1283;32084,0;4;17426,0;50;Loyal (3-4 заказа)
1128;1284;10661,0;1;4390,0;44;New (1 заказ)
1129;1286;6403,0;1;3686,0;44;New (1 заказ)
1130;1287;16596,0;2;7550,0;42;Regular (2 заказа)
1131;1288;27165,0;2;14597,0;40;Regular (2 заказа)
1132;1290;14210,0;2;6883,0;42;Regular (2 заказа)
1133;1291;14846,0;3;7251,0;50;Loyal (3-4 заказа)
1134;1292;13326,0;2;6533,0;42;Regular (2 заказа)
1135;1293;7944,0;3;3776,0;40;Loyal (3-4 заказа)
1136;1294;12300,0;1;5800,0;52;New (1 заказ)
1137;1296;10832,0;2;5771,0;42;Regular (2 заказа)
1138;1297;21859,0;5;10684,0;40;VIP (5+ заказов)
1139;1298;3097,0;1;1270,0;48;New (1 заказ)
1140;1299;628,0;1;357,0;46;New (1 заказ)
1141;1300;21784,0;4;10889,0;44;Loyal (3-4 заказа)
1142;1301;32833,0;3;16597,0;42;Loyal (3-4 заказа)
1143;1302;25443,0;4;13528,0;46;Loyal (3-4 заказа)
1144;1303;10953,0;1;5451,0;48;New (1 заказ)
1145;1304;15971,0;3;8215,0;40;Loyal (3-4 заказа)
1146;1306;5567,0;1;2679,0;42;New (1 заказ)
1147;1307;4107,0;1;1915,0;40;New (1 заказ)
1148;1308;10701,0;3;4717,0;40;Loyal (3-4 заказа)
1149;1309;14819,0;3;8269,0;50;Loyal (3-4 заказа)
1150;1310;19344,0;2;8333,0;46;Regular (2 заказа)
1151;1311;11694,0;4;5998,0;44;Loyal (3-4 заказа)
1152;1312;39190,0;5;20838,0;52;VIP (5+ заказов)
1153;1313;28700,0;4;15400,0;46;Loyal (3-4 заказа)
1154;1314;33099,0;3;16836,0;44;Loyal (3-4 заказа)
1155;1315;17521,0;2;9441,0;44;Regular (2 заказа)
1156;1317;41327,0;5;18498,0;44;VIP (5+ заказов)
1157;1318;9606,0;2;3998,0;40;Regular (2 заказа)
1158;1319;34084,0;3;16411,0;42;Loyal (3-4 заказа)
1159;1320;12931,0;2;6305,0;42;Regular (2 заказа)
1160;1321;28404,0;3;15381,0;44;Loyal (3-4 заказа)
1161;1322;20071,0;3;8977,0;40;Loyal (3-4 заказа)
1162;1323;12622,0;2;6775,0;42;Regular (2 заказа)
1163;1324;988,0;1;461,0;48;New (1 заказ)
1164;1325;20002,0;2;8322,0;44;Regular (2 заказа)
1165;1327;7271,0;1;3109,0;46;New (1 заказ)
1166;1329;15968,0;2;7641,0;46;Regular (2 заказа)
1167;1330;3842,0;1;1611,0;40;New (1 заказ)
1168;1332;21224,0;3;11300,0;42;Loyal (3-4 заказа)
1169;1333;8407,0;2;4370,0;40;Regular (2 заказа)
1170;1334;11240,0;2;6258,0;48;Regular (2 заказа)
1171;1335;22812,0;3;10068,0;40;Loyal (3-4 заказа)
1172;1336;21942,0;2;11190,0;42;Regular (2 заказа)
1173;1337;1445,0;1;778,0;46;New (1 заказ)
1174;1338;45706,0;6;24338,0;42;VIP (5+ заказов)
1175;1341;14364,0;1;7503,0;42;New (1 заказ)
1176;1342;27877,0;2;12766,0;48;Regular (2 заказа)
1177;1343;13521,0;2;7948,0;50;Regular (2 заказа)
1178;1344;504,0;1;283,0;48;New (1 заказ)
1179;1345;8668,0;2;4501,0;40;Regular (2 заказа)
1180;1346;23323,0;2;10438,0;40;Regular (2 заказа)
1181;1347;9448,0;3;5435,0;40;Loyal (3-4 заказа)
1182;1349;8441,0;1;3424,0;54;New (1 заказ)
1183;1350;2384,0;1;1238,0;40;New (1 заказ)
1184;1351;13045,0;2;5948,0;48;Regular (2 заказа)
1185;1352;12744,0;1;7599,0;50;New (1 заказ)
1186;1353;38963,0;3;19698,0;42;Loyal (3-4 заказа)
1187;1354;9391,0;1;5070,0;42;New (1 заказ)
1188;1355;16925,0;2;9484,0;40;Regular (2 заказа)
1189;1356;58040,0;5;27382,0;48;VIP (5+ заказов)
1190;1357;33016,0;3;16924,0;50;Loyal (3-4 заказа)
1191;1358;34431,0;3;16876,0;44;Loyal (3-4 заказа)
1192;1359;25436,0;2;14555,0;42;Regular (2 заказа)
1193;1360;20921,0;4;9309,0;40;Loyal (3-4 заказа)
1194;1361;23722,0;5;10794,0;40;VIP (5+ заказов)
1195;1362;14896,0;1;6841,0;44;New (1 заказ)
1196;1363;15635,0;2;7374,0;44;Regular (2 заказа)
1197;1364;13388,0;4;7144,0;40;Loyal (3-4 заказа)
1198;1366;18448,0;2;10587,0;46;Regular (2 заказа)
1199;1367;13285,0;1;5750,0;52;New (1 заказ)
1200;1368;17286,0;2;9090,0;44;Regular (2 заказа)
1201;1369;10316,0;1;4365,0;48;New (1 заказ)
1202;1370;26397,0;3;14678,0;40;Loyal (3-4 заказа)
1203;1371;9897,0;1;4919,0;54;New (1 заказ)
1204;1372;7569,0;2;3767,0;52;Regular (2 заказа)
1205;1373;23716,0;5;12488,0;40;VIP (5+ заказов)
1206;1376;10100,0;2;5313,0;40;Regular (2 заказа)
1207;1377;12875,0;1;7057,0;42;New (1 заказ)
1208;1378;31749,0;3;16270,0;42;Loyal (3-4 заказа)
1209;1379;28413,0;5;13399,0;40;VIP (5+ заказов)
1210;1380;22125,0;4;10905,0;42;Loyal (3-4 заказа)
1211;1381;28428,0;4;15134,0;42;Loyal (3-4 заказа)
1212;1382;17370,0;3;8123,0;40;Loyal (3-4 заказа)
1213;1383;35891,0;3;17144,0;44;Loyal (3-4 заказа)
1214;1384;23052,0;3;11790,0;48;Loyal (3-4 заказа)
1215;1385;25154,0;3;12263,0;40;Loyal (3-4 заказа)
1216;1386;14077,0;1;7396,0;52;New (1 заказ)
1217;1387;6408,0;1;3301,0;52;New (1 заказ)
1218;1388;7175,0;1;4138,0;40;New (1 заказ)
1219;1389;28342,0;3;15536,0;48;Loyal (3-4 заказа)
1220;1390;36118,0;4;18364,0;44;Loyal (3-4 заказа)
1221;1391;3301,0;1;1962,0;42;New (1 заказ)
1222;1392;40593,0;4;20873,0;40;Loyal (3-4 заказа)
1223;1393;12652,0;2;5175,0;40;Regular (2 заказа)
1224;1394;6606,0;1;3194,0;54;New (1 заказ)
1225;1395;33406,0;3;17583,0;44;Loyal (3-4 заказа)
1226;1396;25152,0;4;13647,0;44;Loyal (3-4 заказа)
1227;1397;37163,0;3;20110,0;42;Loyal (3-4 заказа)
1228;1398;13067,0;2;6748,0;46;Regular (2 заказа)
1229;1399;5130,0;1;2848,0;44;New (1 заказ)
1230;1400;23244,0;3;11619,0;40;Loyal (3-4 заказа)
1231;1402;2259,0;1;1295,0;46;New (1 заказ)
1232;1403;14707,0;2;8157,0;44;Regular (2 заказа)
1233;1405;6542,0;1;3030,0;44;New (1 заказ)
1234;1406;15472,0;2;8802,0;42;Regular (2 заказа)
1235;1407;38337,0;4;18646,0;40;Loyal (3-4 заказа)
1236;1408;17396,0;2;10071,0;44;Regular (2 заказа)
1237;1409;9842,0;1;4981,0;46;New (1 заказ)
1238;1410;35819,0;4;17121,0;40;Loyal (3-4 заказа)
1239;1411;14305,0;1;7079,0;52;New (1 заказ)
1240;1412;8547,0;1;4261,0;44;New (1 заказ)
1241;1413;11423,0;2;5482,0;40;Regular (2 заказа)
1242;1414;8720,0;1;3753,0;42;New (1 заказ)
1243;1415;9566,0;1;5659,0;46;New (1 заказ)
1244;1416;26020,0;2;13472,0;44;Regular (2 заказа)
1245;1418;19863,0;2;9647,0;40;Regular (2 заказа)
1246;1419;14047,0;3;6724,0;48;Loyal (3-4 заказа)
1247;1420;4891,0;1;2757,0;46;New (1 заказ)
1248;1421;4400,0;1;1969,0;50;New (1 заказ)
1249;1423;27079,0;3;13108,0;50;Loyal (3-4 заказа)
1250;1425;30176,0;4;15600,0;46;Loyal (3-4 заказа)
1251;1427;13319,0;2;5812,0;42;Regular (2 заказа)
1252;1429;16583,0;4;8732,0;42;Loyal (3-4 заказа)
1253;1430;12523,0;2;6516,0;42;Regular (2 заказа)
1254;1431;25718,0;2;12472,0;52;Regular (2 заказа)
1255;1432;13828,0;2;7590,0;42;Regular (2 заказа)
1256;1433;7998,0;1;4333,0;50;New (1 заказ)
1257;1434;11714,0;2;5468,0;42;Regular (2 заказа)
1258;1435;8839,0;1;4681,0;46;New (1 заказ)
1259;1437;23561,0;2;12099,0;42;Regular (2 заказа)
1260;1438;28123,0;4;15082,0;52;Loyal (3-4 заказа)
1261;1440;20657,0;2;10618,0;48;Regular (2 заказа)
1262;1441;5280,0;2;2866,0;40;Regular (2 заказа)
1263;1442;33108,0;4;15668,0;50;Loyal (3-4 заказа)
1264;1443;29744,0;4;15568,0;48;Loyal (3-4 заказа)
1265;1444;10093,0;2;4073,0;40;Regular (2 заказа)
1266;1445;12678,0;1;5998,0;54;New (1 заказ)
1267;1446;5458,0;1;2350,0;44;New (1 заказ)
1268;1447;4839,0;1;2813,0;44;New (1 заказ)
1269;1448;29940,0;4;13673,0;52;Loyal (3-4 заказа)
1270;1449;25953,0;3;13809,0;40;Loyal (3-4 заказа)
1271;1450;26721,0;3;14789,0;50;Loyal (3-4 заказа)
1272;1451;24562,0;3;10426,0;40;Loyal (3-4 заказа)
1273;1452;12508,0;1;5516,0;46;New (1 заказ)
1274;1453;7538,0;1;3121,0;52;New (1 заказ)
1275;1454;24957,0;5;12177,0;52;VIP (5+ заказов)
1276;1455;23120,0;2;11361,0;48;Regular (2 заказа)
1277;1456;10809,0;1;4765,0;46;New (1 заказ)
1278;1457;8346,0;2;4747,0;40;Regular (2 заказа)
1279;1458;10597,0;1;6344,0;52;New (1 заказ)
1280;1459;22567,0;2;9942,0;48;Regular (2 заказа)
1281;1460;911,0;1;409,0;40;New (1 заказ)
1282;1462;17107,0;2;8091,0;50;Regular (2 заказа)
1283;1463;8502,0;1;4823,0;46;New (1 заказ)
1284;1464;17893,0;2;7943,0;40;Regular (2 заказа)
1285;1465;14010,0;1;5874,0;48;New (1 заказ)
1286;1466;13898,0;1;6068,0;48;New (1 заказ)
1287;1467;22861,0;3;10556,0;46;Loyal (3-4 заказа)
1288;1468;12725,0;1;5850,0;50;New (1 заказ)
1289;1469;14963,0;1;8223,0;40;New (1 заказ)
1290;1470;21871,0;2;10706,0;44;Regular (2 заказа)
1291;1471;3808,0;2;1927,0;40;Regular (2 заказа)
1292;1472;16053,0;2;9348,0;48;Regular (2 заказа)
1293;1473;18084,0;4;9996,0;46;Loyal (3-4 заказа)
1294;1474;6212,0;2;3258,0;46;Regular (2 заказа)
1295;1475;9151,0;1;4090,0;50;New (1 заказ)
1296;1476;16500,0;2;7465,0;44;Regular (2 заказа)
1297;1477;15268,0;3;7457,0;40;Loyal (3-4 заказа)
1298;1478;7049,0;1;3619,0;50;New (1 заказ)
1299;1479;5752,0;1;2610,0;50;New (1 заказ)
1300;1480;5732,0;1;2916,0;44;New (1 заказ)
1301;1481;2918,0;1;1442,0;52;New (1 заказ)
1302;1482;14233,0;2;7798,0;42;Regular (2 заказа)
1303;1484;1569,0;1;887,0;52;New (1 заказ)
1304;1485;13951,0;1;7827,0;40;New (1 заказ)
1305;1486;29831,0;4;13773,0;50;Loyal (3-4 заказа)
1306;1487;12701,0;3;7034,0;40;Loyal (3-4 заказа)
1307;1488;15482,0;2;8278,0;44;Regular (2 заказа)
1308;1489;21792,0;4;10616,0;42;Loyal (3-4 заказа)
1309;1490;6373,0;1;2952,0;48;New (1 заказ)
1310;1491;7952,0;1;4174,0;46;New (1 заказ)
1311;1492;15499,0;2;8462,0;44;Regular (2 заказа)
1312;1493;12316,0;1;5399,0;54;New (1 заказ)
1313;1494;10239,0;2;5191,0;44;Regular (2 заказа)
1314;1496;28669,0;3;15711,0;40;Loyal (3-4 заказа)
1315;1497;22647,0;2;10171,0;48;Regular (2 заказа)
1316;1498;17141,0;2;8081,0;44;Regular (2 заказа)
1317;1499;19015,0;2;9033,0;44;Regular (2 заказа)
1318;1501;18805,0;3;9257,0;44;Loyal (3-4 заказа)
1319;1503;12011,0;1;7180,0;50;New (1 заказ)
1320;1504;27169,0;2;15054,0;46;Regular (2 заказа)
1321;1505;13827,0;2;7026,0;42;Regular (2 заказа)
1322;1506;13672,0;1;7285,0;52;New (1 заказ)
1323;1508;19804,0;2;11597,0;48;Regular (2 заказа)
1324;1509;13930,0;1;6639,0;50;New (1 заказ)
1325;1510;6985,0;1;3840,0;44;New (1 заказ)
1326;1511;23128,0;3;10738,0;46;Loyal (3-4 заказа)
1327;1512;14613,0;2;8435,0;42;Regular (2 заказа)
1328;1513;26727,0;3;12953,0;40;Loyal (3-4 заказа)
1329;1514;5851,0;1;2576,0;50;New (1 заказ)
1330;1515;13130,0;1;5873,0;54;New (1 заказ)
1331;1516;11100,0;1;6273,0;48;New (1 заказ)
1332;1517;12923,0;2;5591,0;40;Regular (2 заказа)
1333;1518;9228,0;1;5181,0;48;New (1 заказ)
1334;1519;17291,0;2;8834,0;44;Regular (2 заказа)
1335;1520;9437,0;1;4338,0;48;New (1 заказ)
1336;1521;20703,0;2;12067,0;52;Regular (2 заказа)
1337;1522;29127,0;4;13670,0;50;Loyal (3-4 заказа)
1338;1523;35571,0;4;16575,0;46;Loyal (3-4 заказа)
1339;1524;3829,0;1;2210,0;40;New (1 заказ)
1340;1525;27135,0;3;13600,0;42;Loyal (3-4 заказа)
1341;1527;609,0;1;357,0;52;New (1 заказ)
1342;1528;16215,0;2;8842,0;42;Regular (2 заказа)
1343;1529;20740,0;4;10543,0;40;Loyal (3-4 заказа)
1344;1530;38790,0;6;17843,0;42;VIP (5+ заказов)
1345;1531;21960,0;3;11726,0;40;Loyal (3-4 заказа)
1346;1532;12348,0;1;7153,0;48;New (1 заказ)
1347;1533;4803,0;1;2882,0;50;New (1 заказ)
1348;1534;19502,0;2;8583,0;42;Regular (2 заказа)
1349;1535;37354,0;4;20547,0;50;Loyal (3-4 заказа)
1350;1536;8470,0;1;4695,0;44;New (1 заказ)
1351;1537;16584,0;2;8008,0;44;Regular (2 заказа)
1352;1538;6717,0;1;3116,0;56;New (1 заказ)
1353;1539;20893,0;4;10211,0;44;Loyal (3-4 заказа)
1354;1540;5446,0;1;2781,0;52;New (1 заказ)
1355;1541;10615,0;2;5608,0;44;Regular (2 заказа)
1356;1543;2350,0;1;1334,0;50;New (1 заказ)
1357;1544;10700,0;2;5991,0;40;Regular (2 заказа)
1358;1545;22541,0;2;11077,0;42;Regular (2 заказа)
1359;1547;27563,0;3;12716,0;48;Loyal (3-4 заказа)
1360;1548;7765,0;2;3867,0;42;Regular (2 заказа)
1361;1549;16946,0;2;8188,0;42;Regular (2 заказа)
1362;1550;5669,0;2;3245,0;52;Regular (2 заказа)
1363;1551;14678,0;3;8315,0;40;Loyal (3-4 заказа)
1364;1552;27653,0;3;15272,0;42;Loyal (3-4 заказа)
1365;1553;17720,0;2;9690,0;46;Regular (2 заказа)
1366;1554;2082,0;1;876,0;50;New (1 заказ)
1367;1555;7175,0;1;4225,0;54;New (1 заказ)
1368;1556;27484,0;4;14623,0;46;Loyal (3-4 заказа)
1369;1558;5010,0;1;2803,0;42;New (1 заказ)
1370;1559;2745,0;1;1238,0;40;New (1 заказ)
1371;1560;17531,0;2;9111,0;42;Regular (2 заказа)
1372;1561;31679,0;3;14637,0;46;Loyal (3-4 заказа)
1373;1563;6607,0;1;2746,0;48;New (1 заказ)
1374;1564;18248,0;3;8722,0;40;Loyal (3-4 заказа)
1375;1565;22365,0;4;11390,0;42;Loyal (3-4 заказа)
1376;1566;10745,0;1;5329,0;42;New (1 заказ)
1377;1567;33576,0;5;14531,0;46;VIP (5+ заказов)
1378;1568;26347,0;3;13690,0;40;Loyal (3-4 заказа)
1379;1569;35621,0;3;18330,0;46;Loyal (3-4 заказа)
1380;1570;32430,0;3;15898,0;42;Loyal (3-4 заказа)
1381;1571;53374,0;6;29135,0;42;VIP (5+ заказов)
1382;1572;13521,0;2;5680,0;44;Regular (2 заказа)
1383;1573;9766,0;2;5300,0;44;Regular (2 заказа)
1384;1574;7305,0;1;3983,0;50;New (1 заказ)
1385;1575;12214,0;2;7183,0;40;Regular (2 заказа)
1386;1576;13503,0;1;7674,0;46;New (1 заказ)
1387;1577;5141,0;1;2407,0;42;New (1 заказ)
1388;1579;15309,0;2;6400,0;44;Regular (2 заказа)
1389;1580;15266,0;2;7356,0;40;Regular (2 заказа)
1390;1581;7384,0;1;4354,0;50;New (1 заказ)
1391;1582;7879,0;2;4409,0;42;Regular (2 заказа)
1392;1584;24095,0;3;12565,0;40;Loyal (3-4 заказа)
1393;1585;28765,0;3;13273,0;40;Loyal (3-4 заказа)
1394;1586;14601,0;1;7776,0;46;New (1 заказ)
1395;1587;14557,0;1;7743,0;46;New (1 заказ)
1396;1588;6175,0;2;3041,0;46;Regular (2 заказа)
1397;1589;23168,0;3;10799,0;48;Loyal (3-4 заказа)
1398;1590;20361,0;3;11073,0;40;Loyal (3-4 заказа)
1399;1591;58293,0;6;27605,0;46;VIP (5+ заказов)
1400;1592;19646,0;4;10374,0;44;Loyal (3-4 заказа)
1401;1593;23919,0;3;12071,0;42;Loyal (3-4 заказа)
1402;1595;12172,0;2;6072,0;44;Regular (2 заказа)
1403;1596;7295,0;1;4188,0;40;New (1 заказ)
1404;1597;13351,0;1;6113,0;52;New (1 заказ)
1405;1598;8693,0;1;3886,0;40;New (1 заказ)
1406;1599;16112,0;3;8769,0;42;Loyal (3-4 заказа)
1407;1600;45937,0;4;23280,0;40;Loyal (3-4 заказа)
1408;1601;7975,0;1;4299,0;54;New (1 заказ)
1409;1602;8421,0;1;4105,0;50;New (1 заказ)
1410;1603;5954,0;1;2645,0;42;New (1 заказ)
1411;1604;17278,0;2;8733,0;42;Regular (2 заказа)
1412;1605;3240,0;1;1670,0;40;New (1 заказ)
1413;1606;6653,0;3;3530,0;48;Loyal (3-4 заказа)
1414;1607;36705,0;5;16899,0;42;VIP (5+ заказов)
1415;1608;7354,0;2;3413,0;42;Regular (2 заказа)
1416;1609;14037,0;2;6957,0;44;Regular (2 заказа)
1417;1612;19253,0;2;10567,0;46;Regular (2 заказа)
1418;1613;15121,0;3;7365,0;44;Loyal (3-4 заказа)
1419;1614;20054,0;3;9919,0;42;Loyal (3-4 заказа)
1420;1615;22352,0;4;11027,0;44;Loyal (3-4 заказа)
1421;1616;14739,0;2;7908,0;40;Regular (2 заказа)
1422;1617;14903,0;2;6755,0;44;Regular (2 заказа)
1423;1618;5798,0;1;3015,0;44;New (1 заказ)
1424;1619;23698,0;3;12753,0;50;Loyal (3-4 заказа)
